Mvir[M_sun/h] sigma(M,0) D(z) D(z_f,peak) c_vir
4.381000e+12 1.695766 1.000000 0.613770 9.330280
4.379000e+12 1.695893 1.000000 0.613757 9.330713
4.370000e+12 1.696465 1.000000 0.613701 9.332660
4.366000e+12 1.696719 1.000000 0.613675 9.333524
4.356000e+12 1.697357 1.000000 0.613612 9.335696
4.304000e+12 1.700699 1.000000 0.613283 9.347066
4.281000e+12 1.702191 1.000000 0.613136 9.352141
4.263000e+12 1.703365 1.000000 0.613020 9.356133
4.248000e+12 1.704347 1.000000 0.612923 9.359471
4.244000e+12 1.704610 1.000000 0.612897 9.360365
4.244000e+12 1.704610 1.000000 0.612897 9.360365
4.234000e+12 1.705268 1.000000 0.612833 9.362602
4.232000e+12 1.705399 1.000000 0.612820 9.363047
4.222000e+12 1.706059 1.000000 0.612755 9.365290
4.215000e+12 1.706522 1.000000 0.612709 9.366864
4.211000e+12 1.706786 1.000000 0.612683 9.367761
4.201000e+12 1.707450 1.000000 0.612618 9.370017
4.201000e+12 1.707450 1.000000 0.612618 9.370017
4.186000e+12 1.708447 1.000000 0.612520 9.373404
4.186000e+12 1.708447 1.000000 0.612520 9.373404
4.180000e+12 1.708848 1.000000 0.612481 9.374766
4.180000e+12 1.708848 1.000000 0.612481 9.374766
4.176000e+12 1.709115 1.000000 0.612455 9.375673
4.155000e+12 1.710522 1.000000 0.612317 9.380452
4.155000e+12 1.710522 1.000000 0.612317 9.380452
4.149000e+12 1.710925 1.000000 0.612277 9.381820
4.147000e+12 1.711060 1.000000 0.612264 9.382279
4.141000e+12 1.711464 1.000000 0.612224 9.383650
4.126000e+12 1.712478 1.000000 0.612125 9.387093
4.102000e+12 1.714108 1.000000 0.611965 9.392626
4.091000e+12 1.714859 1.000000 0.611892 9.395174
4.085000e+12 1.715269 1.000000 0.611852 9.396566
4.085000e+12 1.715269 1.000000 0.611852 9.396566
4.079000e+12 1.715680 1.000000 0.611811 9.397960
4.071000e+12 1.716229 1.000000 0.611758 9.399823
4.058000e+12 1.717123 1.000000 0.611670 9.402856
4.054000e+12 1.717399 1.000000 0.611643 9.403792
4.050000e+12 1.717675 1.000000 0.611616 9.404728
4.033000e+12 1.718852 1.000000 0.611501 9.408720
3.998000e+12 1.721292 1.000000 0.611263 9.416993
3.998000e+12 1.721292 1.000000 0.611263 9.416993
3.994000e+12 1.721573 1.000000 0.611236 9.417945
3.976000e+12 1.722838 1.000000 0.611113 9.422233
3.976000e+12 1.722838 1.000000 0.611113 9.422233
3.965000e+12 1.723614 1.000000 0.611037 9.424862
3.965000e+12 1.723614 1.000000 0.611037 9.424862
3.959000e+12 1.724039 1.000000 0.610996 9.426303
3.957000e+12 1.724180 1.000000 0.610982 9.426780
3.953000e+12 1.724464 1.000000 0.610954 9.427742
3.949000e+12 1.724748 1.000000 0.610927 9.428705
3.944000e+12 1.725103 1.000000 0.610892 9.429907
3.940000e+12 1.725387 1.000000 0.610864 9.430869
3.914000e+12 1.727244 1.000000 0.610684 9.437159
3.911000e+12 1.727459 1.000000 0.610663 9.437887
3.895000e+12 1.728609 1.000000 0.610551 9.441781
3.893000e+12 1.728753 1.000000 0.610537 9.442269
3.893000e+12 1.728753 1.000000 0.610537 9.442269
3.889000e+12 1.729042 1.000000 0.610509 9.443247
3.864000e+12 1.730852 1.000000 0.610333 9.449374
3.852000e+12 1.731726 1.000000 0.610248 9.452332
3.825000e+12 1.733702 1.000000 0.610057 9.459017
3.825000e+12 1.733702 1.000000 0.610057 9.459017
3.814000e+12 1.734512 1.000000 0.609978 9.461757
3.814000e+12 1.734512 1.000000 0.609978 9.461757
3.806000e+12 1.735102 1.000000 0.609921 9.463753
3.802000e+12 1.735398 1.000000 0.609893 9.464754
3.796000e+12 1.735842 1.000000 0.609850 9.466255
3.789000e+12 1.736361 1.000000 0.609799 9.468010
3.785000e+12 1.736658 1.000000 0.609771 9.469014
3.769000e+12 1.737849 1.000000 0.609656 9.473041
3.769000e+12 1.737849 1.000000 0.609656 9.473041
3.760000e+12 1.738522 1.000000 0.609590 9.475316
3.758000e+12 1.738672 1.000000 0.609576 9.475823
3.750000e+12 1.739272 1.000000 0.609518 9.477851
3.750000e+12 1.739272 1.000000 0.609518 9.477851
3.740000e+12 1.740023 1.000000 0.609445 9.480389
3.734000e+12 1.740475 1.000000 0.609402 9.481916
3.715000e+12 1.741912 1.000000 0.609263 9.486772
3.707000e+12 1.742519 1.000000 0.609205 9.488822
3.705000e+12 1.742671 1.000000 0.609190 9.489335
3.701000e+12 1.742976 1.000000 0.609160 9.490366
3.701000e+12 1.742976 1.000000 0.609160 9.490366
3.694000e+12 1.743509 1.000000 0.609109 9.492166
3.688000e+12 1.743967 1.000000 0.609065 9.493713
3.684000e+12 1.744273 1.000000 0.609035 9.494746
3.684000e+12 1.744273 1.000000 0.609035 9.494746
3.672000e+12 1.745193 1.000000 0.608947 9.497853
3.672000e+12 1.745193 1.000000 0.608947 9.497853
3.667000e+12 1.745577 1.000000 0.608910 9.499149
3.659000e+12 1.746193 1.000000 0.608850 9.501229
3.659000e+12 1.746193 1.000000 0.608850 9.501229
3.657000e+12 1.746347 1.000000 0.608836 9.501749
3.645000e+12 1.747274 1.000000 0.608746 9.504878
3.643000e+12 1.747429 1.000000 0.608731 9.505401
3.637000e+12 1.747894 1.000000 0.608687 9.506970
3.632000e+12 1.748282 1.000000 0.608649 9.508280
3.624000e+12 1.748904 1.000000 0.608590 9.510379
3.616000e+12 1.749528 1.000000 0.608530 9.512484
3.610000e+12 1.749997 1.000000 0.608485 9.514066
3.606000e+12 1.750310 1.000000 0.608455 9.515122
3.601000e+12 1.750702 1.000000 0.608417 9.516445
3.597000e+12 1.751016 1.000000 0.608387 9.517504
3.585000e+12 1.751959 1.000000 0.608296 9.520685
3.583000e+12 1.752117 1.000000 0.608281 9.521217
3.577000e+12 1.752590 1.000000 0.608236 9.522813
3.574000e+12 1.752827 1.000000 0.608213 9.523612
3.564000e+12 1.753619 1.000000 0.608137 9.526282
3.545000e+12 1.755130 1.000000 0.607992 9.531376
3.545000e+12 1.755130 1.000000 0.607992 9.531376
3.539000e+12 1.755609 1.000000 0.607946 9.532991
3.531000e+12 1.756249 1.000000 0.607885 9.535148
3.529000e+12 1.756409 1.000000 0.607869 9.535687
3.512000e+12 1.757775 1.000000 0.607739 9.540290
3.512000e+12 1.757775 1.000000 0.607739 9.540290
3.512000e+12 1.757775 1.000000 0.607739 9.540290
3.506000e+12 1.758259 1.000000 0.607692 9.541921
3.500000e+12 1.758743 1.000000 0.607646 9.543552
3.494000e+12 1.759229 1.000000 0.607600 9.545189
3.486000e+12 1.759878 1.000000 0.607538 9.547375
3.484000e+12 1.760040 1.000000 0.607522 9.547921
3.473000e+12 1.760936 1.000000 0.607436 9.550938
3.461000e+12 1.761916 1.000000 0.607343 9.554238
3.461000e+12 1.761916 1.000000 0.607343 9.554238
3.459000e+12 1.762079 1.000000 0.607327 9.554787
3.442000e+12 1.763475 1.000000 0.607194 9.559487
3.430000e+12 1.764465 1.000000 0.607100 9.562819
3.430000e+12 1.764465 1.000000 0.607100 9.562819
3.411000e+12 1.766040 1.000000 0.606949 9.568119
3.409000e+12 1.766206 1.000000 0.606934 9.568678
3.397000e+12 1.767206 1.000000 0.606838 9.572042
3.392000e+12 1.767624 1.000000 0.606798 9.573448
3.390000e+12 1.767791 1.000000 0.606783 9.574010
3.388000e+12 1.767959 1.000000 0.606767 9.574575
3.374000e+12 1.769134 1.000000 0.606655 9.578527
3.366000e+12 1.769807 1.000000 0.606591 9.580791
3.362000e+12 1.770145 1.000000 0.606559 9.581927
3.357000e+12 1.770567 1.000000 0.606518 9.583346
3.351000e+12 1.771075 1.000000 0.606470 9.585054
3.349000e+12 1.771245 1.000000 0.606454 9.585625
3.347000e+12 1.771414 1.000000 0.606438 9.586194
3.347000e+12 1.771414 1.000000 0.606438 9.586194
3.320000e+12 1.773715 1.000000 0.606219 9.593928
3.316000e+12 1.774058 1.000000 0.606187 9.595080
3.308000e+12 1.774744 1.000000 0.606122 9.597385
3.297000e+12 1.775691 1.000000 0.606032 9.600567
3.287000e+12 1.776555 1.000000 0.605950 9.603469
3.285000e+12 1.776728 1.000000 0.605934 9.604050
3.283000e+12 1.776901 1.000000 0.605917 9.604631
3.281000e+12 1.777074 1.000000 0.605901 9.605213
3.279000e+12 1.777248 1.000000 0.605884 9.605797
3.279000e+12 1.777248 1.000000 0.605884 9.605797
3.270000e+12 1.778030 1.000000 0.605810 9.608423
3.270000e+12 1.778030 1.000000 0.605810 9.608423
3.264000e+12 1.778552 1.000000 0.605761 9.610176
3.264000e+12 1.778552 1.000000 0.605761 9.610176
3.254000e+12 1.779425 1.000000 0.605678 9.613107
3.246000e+12 1.780126 1.000000 0.605612 9.615461
3.237000e+12 1.780916 1.000000 0.605537 9.618112
3.233000e+12 1.781268 1.000000 0.605504 9.619294
3.223000e+12 1.782151 1.000000 0.605420 9.622257
3.217000e+12 1.782681 1.000000 0.605370 9.624036
3.215000e+12 1.782858 1.000000 0.605353 9.624630
3.204000e+12 1.783835 1.000000 0.605261 9.627908
3.202000e+12 1.784013 1.000000 0.605244 9.628505
3.202000e+12 1.784013 1.000000 0.605244 9.628505
3.200000e+12 1.784191 1.000000 0.605228 9.629102
3.192000e+12 1.784904 1.000000 0.605160 9.631494
3.186000e+12 1.785440 1.000000 0.605110 9.633292
3.178000e+12 1.786157 1.000000 0.605042 9.635696
3.175000e+12 1.786426 1.000000 0.605017 9.636598
3.173000e+12 1.786606 1.000000 0.605000 9.637202
3.169000e+12 1.786966 1.000000 0.604966 9.638409
3.157000e+12 1.788048 1.000000 0.604864 9.642037
3.157000e+12 1.788048 1.000000 0.604864 9.642037
3.153000e+12 1.788409 1.000000 0.604830 9.643247
3.151000e+12 1.788590 1.000000 0.604813 9.643854
3.144000e+12 1.789225 1.000000 0.604753 9.645983
3.128000e+12 1.790681 1.000000 0.604616 9.650862
3.126000e+12 1.790864 1.000000 0.604598 9.651476
3.120000e+12 1.791412 1.000000 0.604547 9.653312
3.113000e+12 1.792053 1.000000 0.604487 9.655460
3.107000e+12 1.792604 1.000000 0.604435 9.657306
3.099000e+12 1.793341 1.000000 0.604365 9.659774
3.095000e+12 1.793710 1.000000 0.604331 9.661010
3.085000e+12 1.794634 1.000000 0.604244 9.664105
3.076000e+12 1.795469 1.000000 0.604166 9.666901
3.072000e+12 1.795841 1.000000 0.604131 9.668147
3.047000e+12 1.798178 1.000000 0.603911 9.675970
3.045000e+12 1.798366 1.000000 0.603894 9.676599
3.043000e+12 1.798554 1.000000 0.603876 9.677229
3.043000e+12 1.798554 1.000000 0.603876 9.677229
3.043000e+12 1.798554 1.000000 0.603876 9.677229
3.039000e+12 1.798930 1.000000 0.603841 9.678487
3.037000e+12 1.799118 1.000000 0.603823 9.679116
3.029000e+12 1.799873 1.000000 0.603753 9.681643
3.027000e+12 1.800062 1.000000 0.603735 9.682275
3.020000e+12 1.800725 1.000000 0.603673 9.684493
3.018000e+12 1.800914 1.000000 0.603655 9.685126
3.018000e+12 1.800914 1.000000 0.603655 9.685126
3.016000e+12 1.801104 1.000000 0.603637 9.685761
3.012000e+12 1.801484 1.000000 0.603602 9.687032
3.006000e+12 1.802055 1.000000 0.603548 9.688942
3.004000e+12 1.802245 1.000000 0.603530 9.689578
3.002000e+12 1.802436 1.000000 0.603513 9.690217
3.000000e+12 1.802627 1.000000 0.603495 9.690856
2.998000e+12 1.802818 1.000000 0.603477 9.691494
2.992000e+12 1.803392 1.000000 0.603423 9.693414
2.985000e+12 1.804063 1.000000 0.603360 9.695658
2.973000e+12 1.805217 1.000000 0.603253 9.699516
2.973000e+12 1.805217 1.000000 0.603253 9.699516
2.971000e+12 1.805410 1.000000 0.603235 9.700161
2.971000e+12 1.805410 1.000000 0.603235 9.700161
2.967000e+12 1.805796 1.000000 0.603198 9.701452
2.967000e+12 1.805796 1.000000 0.603198 9.701452
2.967000e+12 1.805796 1.000000 0.603198 9.701452
2.958000e+12 1.806666 1.000000 0.603117 9.704360
2.954000e+12 1.807054 1.000000 0.603081 9.705656
2.952000e+12 1.807249 1.000000 0.603063 9.706308
2.952000e+12 1.807249 1.000000 0.603063 9.706308
2.946000e+12 1.807832 1.000000 0.603008 9.708256
2.944000e+12 1.808027 1.000000 0.602990 9.708908
2.940000e+12 1.808417 1.000000 0.602954 9.710211
2.936000e+12 1.808807 1.000000 0.602917 9.711514
2.936000e+12 1.808807 1.000000 0.602917 9.711514
2.934000e+12 1.809003 1.000000 0.602899 9.712169
2.931000e+12 1.809296 1.000000 0.602872 9.713148
2.929000e+12 1.809492 1.000000 0.602854 9.713803
2.909000e+12 1.811458 1.000000 0.602670 9.720370
2.909000e+12 1.811458 1.000000 0.602670 9.720370
2.905000e+12 1.811853 1.000000 0.602634 9.721689
2.905000e+12 1.811853 1.000000 0.602634 9.721689
2.890000e+12 1.813339 1.000000 0.602495 9.726651
2.890000e+12 1.813339 1.000000 0.602495 9.726651
2.890000e+12 1.813339 1.000000 0.602495 9.726651
2.884000e+12 1.813936 1.000000 0.602440 9.728644
2.867000e+12 1.815635 1.000000 0.602282 9.734315
2.859000e+12 1.816438 1.000000 0.602207 9.736994
2.857000e+12 1.816639 1.000000 0.602188 9.737665
2.857000e+12 1.816639 1.000000 0.602188 9.737665
2.855000e+12 1.816840 1.000000 0.602170 9.738336
2.849000e+12 1.817445 1.000000 0.602113 9.740354
2.847000e+12 1.817647 1.000000 0.602095 9.741028
2.847000e+12 1.817647 1.000000 0.602095 9.741028
2.841000e+12 1.818254 1.000000 0.602038 9.743053
2.832000e+12 1.819166 1.000000 0.601954 9.746095
2.828000e+12 1.819573 1.000000 0.601916 9.747453
2.826000e+12 1.819776 1.000000 0.601897 9.748130
2.826000e+12 1.819776 1.000000 0.601897 9.748130
2.824000e+12 1.819980 1.000000 0.601878 9.748810
2.822000e+12 1.820184 1.000000 0.601859 9.749491
2.820000e+12 1.820388 1.000000 0.601840 9.750171
2.820000e+12 1.820388 1.000000 0.601840 9.750171
2.805000e+12 1.821922 1.000000 0.601698 9.755286
2.795000e+12 1.822950 1.000000 0.601603 9.758713
2.793000e+12 1.823157 1.000000 0.601584 9.759403
2.793000e+12 1.823157 1.000000 0.601584 9.759403
2.791000e+12 1.823363 1.000000 0.601565 9.760089
2.789000e+12 1.823569 1.000000 0.601546 9.760776
2.789000e+12 1.823569 1.000000 0.601546 9.760776
2.785000e+12 1.823982 1.000000 0.601507 9.762153
2.774000e+12 1.825122 1.000000 0.601402 9.765952
2.772000e+12 1.825330 1.000000 0.601383 9.766645
2.768000e+12 1.825746 1.000000 0.601344 9.768031
2.760000e+12 1.826580 1.000000 0.601267 9.770809
2.760000e+12 1.826580 1.000000 0.601267 9.770809
2.758000e+12 1.826789 1.000000 0.601248 9.771506
2.754000e+12 1.827207 1.000000 0.601209 9.772898
2.754000e+12 1.827207 1.000000 0.601209 9.772898
2.750000e+12 1.827626 1.000000 0.601170 9.774294
2.743000e+12 1.828361 1.000000 0.601102 9.776742
2.739000e+12 1.828782 1.000000 0.601064 9.778144
2.737000e+12 1.828993 1.000000 0.601044 9.778846
2.735000e+12 1.829203 1.000000 0.601025 9.779546
2.735000e+12 1.829203 1.000000 0.601025 9.779546
2.731000e+12 1.829625 1.000000 0.600986 9.780951
2.731000e+12 1.829625 1.000000 0.600986 9.780951
2.731000e+12 1.829625 1.000000 0.600986 9.780951
2.716000e+12 1.831214 1.000000 0.600839 9.786241
2.716000e+12 1.831214 1.000000 0.600839 9.786241
2.716000e+12 1.831214 1.000000 0.600839 9.786241
2.710000e+12 1.831852 1.000000 0.600780 9.788365
2.706000e+12 1.832279 1.000000 0.600741 9.789786
2.706000e+12 1.832279 1.000000 0.600741 9.789786
2.698000e+12 1.833133 1.000000 0.600662 9.792628
2.692000e+12 1.833776 1.000000 0.600603 9.794768
2.690000e+12 1.833991 1.000000 0.600583 9.795483
2.688000e+12 1.834205 1.000000 0.600563 9.796195
2.677000e+12 1.835390 1.000000 0.600454 9.800137
2.677000e+12 1.835390 1.000000 0.600454 9.800137
2.677000e+12 1.835390 1.000000 0.600454 9.800137
2.667000e+12 1.836471 1.000000 0.600355 9.803733
2.667000e+12 1.836471 1.000000 0.600355 9.803733
2.667000e+12 1.836471 1.000000 0.600355 9.803733
2.661000e+12 1.837122 1.000000 0.600295 9.805898
2.659000e+12 1.837339 1.000000 0.600275 9.806620
2.648000e+12 1.838537 1.000000 0.600165 9.810603
2.648000e+12 1.838537 1.000000 0.600165 9.810603
2.648000e+12 1.838537 1.000000 0.600165 9.810603
2.638000e+12 1.839631 1.000000 0.600064 9.814241
2.636000e+12 1.839850 1.000000 0.600044 9.814969
2.634000e+12 1.840070 1.000000 0.600024 9.815700
2.634000e+12 1.840070 1.000000 0.600024 9.815700
2.630000e+12 1.840509 1.000000 0.599984 9.817159
2.626000e+12 1.840950 1.000000 0.599943 9.818625
2.623000e+12 1.841280 1.000000 0.599913 9.819721
2.621000e+12 1.841501 1.000000 0.599893 9.820456
2.619000e+12 1.841722 1.000000 0.599872 9.821190
2.617000e+12 1.841943 1.000000 0.599852 9.821925
2.617000e+12 1.841943 1.000000 0.599852 9.821925
2.617000e+12 1.841943 1.000000 0.599852 9.821925
2.613000e+12 1.842385 1.000000 0.599811 9.823393
2.613000e+12 1.842385 1.000000 0.599811 9.823393
2.611000e+12 1.842607 1.000000 0.599791 9.824131
2.607000e+12 1.843051 1.000000 0.599750 9.825606
2.601000e+12 1.843718 1.000000 0.599689 9.827822
2.599000e+12 1.843940 1.000000 0.599669 9.828560
2.599000e+12 1.843940 1.000000 0.599669 9.828560
2.599000e+12 1.843940 1.000000 0.599669 9.828560
2.597000e+12 1.844163 1.000000 0.599648 9.829300
2.594000e+12 1.844498 1.000000 0.599618 9.830413
2.594000e+12 1.844498 1.000000 0.599618 9.830413
2.593000e+12 1.844609 1.000000 0.599608 9.830782
2.593000e+12 1.844609 1.000000 0.599608 9.830782
2.588000e+12 1.845168 1.000000 0.599556 9.832638
2.588000e+12 1.845168 1.000000 0.599556 9.832638
2.588000e+12 1.845168 1.000000 0.599556 9.832638
2.588000e+12 1.845168 1.000000 0.599556 9.832638
2.582000e+12 1.845840 1.000000 0.599495 9.834870
2.578000e+12 1.846289 1.000000 0.599454 9.836361
2.576000e+12 1.846514 1.000000 0.599433 9.837108
2.574000e+12 1.846739 1.000000 0.599412 9.837855
2.572000e+12 1.846964 1.000000 0.599392 9.838603
2.557000e+12 1.848659 1.000000 0.599237 9.844230
2.557000e+12 1.848659 1.000000 0.599237 9.844230
2.553000e+12 1.849113 1.000000 0.599195 9.845736
2.551000e+12 1.849340 1.000000 0.599174 9.846490
2.547000e+12 1.849795 1.000000 0.599133 9.848000
2.545000e+12 1.850023 1.000000 0.599112 9.848757
2.543000e+12 1.850251 1.000000 0.599091 9.849513
2.543000e+12 1.850251 1.000000 0.599091 9.849513
2.541000e+12 1.850479 1.000000 0.599070 9.850270
2.539000e+12 1.850707 1.000000 0.599050 9.851026
2.539000e+12 1.850707 1.000000 0.599050 9.851026
2.539000e+12 1.850707 1.000000 0.599050 9.851026
2.537000e+12 1.850936 1.000000 0.599029 9.851786
2.537000e+12 1.850936 1.000000 0.599029 9.851786
2.535000e+12 1.851165 1.000000 0.599008 9.852546
2.533000e+12 1.851394 1.000000 0.598987 9.853306
2.533000e+12 1.851394 1.000000 0.598987 9.853306
2.528000e+12 1.851967 1.000000 0.598934 9.855207
2.528000e+12 1.851967 1.000000 0.598934 9.855207
2.518000e+12 1.853117 1.000000 0.598829 9.859022
2.518000e+12 1.853117 1.000000 0.598829 9.859022
2.516000e+12 1.853347 1.000000 0.598808 9.859785
2.512000e+12 1.853809 1.000000 0.598766 9.861317
2.510000e+12 1.854040 1.000000 0.598745 9.862083
2.510000e+12 1.854040 1.000000 0.598745 9.862083
2.501000e+12 1.855083 1.000000 0.598650 9.865542
2.499000e+12 1.855315 1.000000 0.598629 9.866311
2.497000e+12 1.855548 1.000000 0.598608 9.867083
2.491000e+12 1.856246 1.000000 0.598544 9.869398
2.489000e+12 1.856479 1.000000 0.598523 9.870170
2.487000e+12 1.856713 1.000000 0.598502 9.870946
2.483000e+12 1.857180 1.000000 0.598459 9.872494
2.481000e+12 1.857415 1.000000 0.598438 9.873273
2.481000e+12 1.857415 1.000000 0.598438 9.873273
2.479000e+12 1.857649 1.000000 0.598416 9.874048
2.475000e+12 1.858118 1.000000 0.598374 9.875603
2.475000e+12 1.858118 1.000000 0.598374 9.875603
2.473000e+12 1.858353 1.000000 0.598352 9.876382
2.466000e+12 1.859177 1.000000 0.598277 9.879112
2.464000e+12 1.859412 1.000000 0.598256 9.879891
2.464000e+12 1.859412 1.000000 0.598256 9.879891
2.456000e+12 1.860358 1.000000 0.598170 9.883025
2.454000e+12 1.860594 1.000000 0.598148 9.883807
2.454000e+12 1.860594 1.000000 0.598148 9.883807
2.450000e+12 1.861069 1.000000 0.598105 9.885380
2.448000e+12 1.861306 1.000000 0.598084 9.886166
2.446000e+12 1.861544 1.000000 0.598062 9.886954
2.444000e+12 1.861782 1.000000 0.598040 9.887742
2.441000e+12 1.862139 1.000000 0.598008 9.888925
2.441000e+12 1.862139 1.000000 0.598008 9.888925
2.440000e+12 1.862258 1.000000 0.597997 9.889319
2.440000e+12 1.862258 1.000000 0.597997 9.889319
2.433000e+12 1.863094 1.000000 0.597921 9.892087
2.431000e+12 1.863333 1.000000 0.597899 9.892879
2.429000e+12 1.863573 1.000000 0.597878 9.893673
2.427000e+12 1.863812 1.000000 0.597856 9.894465
2.427000e+12 1.863812 1.000000 0.597856 9.894465
2.423000e+12 1.864292 1.000000 0.597812 9.896054
2.421000e+12 1.864533 1.000000 0.597790 9.896852
2.419000e+12 1.864773 1.000000 0.597769 9.897647
2.415000e+12 1.865255 1.000000 0.597725 9.899242
2.408000e+12 1.866100 1.000000 0.597648 9.902039
2.406000e+12 1.866342 1.000000 0.597626 9.902840
2.406000e+12 1.866342 1.000000 0.597626 9.902840
2.404000e+12 1.866584 1.000000 0.597604 9.903641
2.402000e+12 1.866826 1.000000 0.597582 9.904442
2.396000e+12 1.867554 1.000000 0.597517 9.906851
2.394000e+12 1.867798 1.000000 0.597494 9.907659
2.390000e+12 1.868285 1.000000 0.597450 9.909270
2.388000e+12 1.868529 1.000000 0.597428 9.910077
2.386000e+12 1.868773 1.000000 0.597406 9.910884
2.386000e+12 1.868773 1.000000 0.597406 9.910884
2.384000e+12 1.869017 1.000000 0.597384 9.911692
2.379000e+12 1.869629 1.000000 0.597329 9.913716
2.379000e+12 1.869629 1.000000 0.597329 9.913716
2.369000e+12 1.870856 1.000000 0.597218 9.917775
2.363000e+12 1.871596 1.000000 0.597151 9.920222
2.363000e+12 1.871596 1.000000 0.597151 9.920222
2.363000e+12 1.871596 1.000000 0.597151 9.920222
2.361000e+12 1.871843 1.000000 0.597128 9.921039
2.359000e+12 1.872090 1.000000 0.597106 9.921855
2.340000e+12 1.874448 1.000000 0.596893 9.929651
2.340000e+12 1.874448 1.000000 0.596893 9.929651
2.338000e+12 1.874698 1.000000 0.596870 9.930477
2.332000e+12 1.875447 1.000000 0.596803 9.932953
2.330000e+12 1.875698 1.000000 0.596780 9.933782
2.328000e+12 1.875948 1.000000 0.596757 9.934608
2.326000e+12 1.876199 1.000000 0.596735 9.935438
2.322000e+12 1.876702 1.000000 0.596689 9.937100
2.318000e+12 1.877205 1.000000 0.596644 9.938762
2.318000e+12 1.877205 1.000000 0.596644 9.938762
2.315000e+12 1.877583 1.000000 0.596610 9.940011
