Mass[M_sun/h] z D(z) sigma(M,0) sigma(0.5M,0) sigma(0.16M,0)
1.121000e+13 0.00 1.000000 1.431296 1.614231 1.938694
1.121000e+13 0.00 1.000000 1.431296 1.614231 1.938694
1.118000e+13 0.00 1.000000 1.431982 1.614960 1.939490
1.116000e+13 0.00 1.000000 1.432440 1.615447 1.940023
1.113000e+13 0.00 1.000000 1.433129 1.616179 1.940824
1.111000e+13 0.00 1.000000 1.433589 1.616669 1.941359
1.104000e+13 0.00 1.000000 1.435208 1.618390 1.943239
1.098000e+13 0.00 1.000000 1.436604 1.619874 1.944862
1.089000e+13 0.00 1.000000 1.438715 1.622117 1.947313
1.085000e+13 0.00 1.000000 1.439659 1.623120 1.948410
1.080000e+13 0.00 1.000000 1.440844 1.624380 1.949787
1.076000e+13 0.00 1.000000 1.441797 1.625392 1.950893
1.075000e+13 0.00 1.000000 1.442035 1.625646 1.951170
1.074000e+13 0.00 1.000000 1.442274 1.625900 1.951448
1.069000e+13 0.00 1.000000 1.443473 1.627174 1.952840
1.068000e+13 0.00 1.000000 1.443713 1.627429 1.953119
1.065000e+13 0.00 1.000000 1.444436 1.628198 1.953958
1.055000e+13 0.00 1.000000 1.446862 1.630775 1.956775
1.049000e+13 0.00 1.000000 1.448330 1.632334 1.958478
1.047000e+13 0.00 1.000000 1.448821 1.632856 1.959049
1.044000e+13 0.00 1.000000 1.449560 1.633641 1.959906
1.044000e+13 0.00 1.000000 1.449560 1.633641 1.959906
1.039000e+13 0.00 1.000000 1.450796 1.634955 1.961341
1.039000e+13 0.00 1.000000 1.450796 1.634955 1.961341
1.033000e+13 0.00 1.000000 1.452288 1.636540 1.963073
1.031000e+13 0.00 1.000000 1.452788 1.637071 1.963652
1.028000e+13 0.00 1.000000 1.453539 1.637869 1.964524
1.021000e+13 0.00 1.000000 1.455301 1.639741 1.966569
1.015000e+13 0.00 1.000000 1.456822 1.641357 1.968333
1.014000e+13 0.00 1.000000 1.457077 1.641628 1.968629
1.012000e+13 0.00 1.000000 1.457587 1.642169 1.969220
1.011000e+13 0.00 1.000000 1.457842 1.642440 1.969516
1.007000e+13 0.00 1.000000 1.458866 1.643528 1.970704
1.005000e+13 0.00 1.000000 1.459380 1.644073 1.971300
1.004000e+13 0.00 1.000000 1.459637 1.644347 1.971598
9.998000e+12 0.00 1.000000 1.460720 1.645497 1.972854
9.874000e+12 0.00 1.000000 1.463948 1.648926 1.976597
9.859000e+12 0.00 1.000000 1.464342 1.649344 1.977054
9.855000e+12 0.00 1.000000 1.464447 1.649455 1.977175
9.836000e+12 0.00 1.000000 1.464946 1.649986 1.977754
9.814000e+12 0.00 1.000000 1.465526 1.650601 1.978427
9.774000e+12 0.00 1.000000 1.466584 1.651725 1.979653
9.748000e+12 0.00 1.000000 1.467274 1.652457 1.980453
9.696000e+12 0.00 1.000000 1.468660 1.653929 1.982059
9.646000e+12 0.00 1.000000 1.470001 1.655353 1.983613
9.626000e+12 0.00 1.000000 1.470539 1.655924 1.984237
9.611000e+12 0.00 1.000000 1.470944 1.656354 1.984706
9.605000e+12 0.00 1.000000 1.471106 1.656526 1.984893
9.593000e+12 0.00 1.000000 1.471430 1.656870 1.985269
9.580000e+12 0.00 1.000000 1.471782 1.657244 1.985677
9.574000e+12 0.00 1.000000 1.471944 1.657417 1.985865
9.545000e+12 0.00 1.000000 1.472732 1.658253 1.986778
9.537000e+12 0.00 1.000000 1.472950 1.658484 1.987030
9.524000e+12 0.00 1.000000 1.473304 1.658860 1.987440
9.514000e+12 0.00 1.000000 1.473576 1.659149 1.987756
9.475000e+12 0.00 1.000000 1.474643 1.660282 1.988992
9.475000e+12 0.00 1.000000 1.474643 1.660282 1.988992
9.464000e+12 0.00 1.000000 1.474945 1.660602 1.989342
9.429000e+12 0.00 1.000000 1.475908 1.661624 1.990457
9.425000e+12 0.00 1.000000 1.476018 1.661742 1.990585
9.419000e+12 0.00 1.000000 1.476184 1.661917 1.990777
9.357000e+12 0.00 1.000000 1.477901 1.663740 1.992765
9.328000e+12 0.00 1.000000 1.478708 1.664597 1.993700
9.287000e+12 0.00 1.000000 1.479854 1.665814 1.995028
9.243000e+12 0.00 1.000000 1.481090 1.667126 1.996459
9.229000e+12 0.00 1.000000 1.481485 1.667545 1.996916
9.222000e+12 0.00 1.000000 1.481682 1.667754 1.997145
9.220000e+12 0.00 1.000000 1.481739 1.667814 1.997210
9.194000e+12 0.00 1.000000 1.482474 1.668595 1.998062
9.144000e+12 0.00 1.000000 1.483895 1.670103 1.999707
9.067000e+12 0.00 1.000000 1.486100 1.672443 2.002259
9.061000e+12 0.00 1.000000 1.486272 1.672626 2.002459
9.036000e+12 0.00 1.000000 1.486993 1.673391 2.003293
8.989000e+12 0.00 1.000000 1.488354 1.674835 2.004868
8.987000e+12 0.00 1.000000 1.488412 1.674897 2.004935
8.983000e+12 0.00 1.000000 1.488528 1.675020 2.005069
8.966000e+12 0.00 1.000000 1.489023 1.675545 2.005642
8.921000e+12 0.00 1.000000 1.490337 1.676939 2.007162
8.919000e+12 0.00 1.000000 1.490395 1.677001 2.007230
8.871000e+12 0.00 1.000000 1.491805 1.678497 2.008861
8.859000e+12 0.00 1.000000 1.492159 1.678872 2.009270
8.830000e+12 0.00 1.000000 1.493016 1.679782 2.010262
8.817000e+12 0.00 1.000000 1.493401 1.680190 2.010708
8.782000e+12 0.00 1.000000 1.494441 1.681294 2.011911
8.761000e+12 0.00 1.000000 1.495067 1.681958 2.012635
8.726000e+12 0.00 1.000000 1.496115 1.683070 2.013847
8.677000e+12 0.00 1.000000 1.497589 1.684634 2.015552
8.650000e+12 0.00 1.000000 1.498405 1.685499 2.016495
8.650000e+12 0.00 1.000000 1.498405 1.685499 2.016495
8.526000e+12 0.00 1.000000 1.502189 1.689514 2.020871
8.505000e+12 0.00 1.000000 1.502836 1.690200 2.021619
8.486000e+12 0.00 1.000000 1.503422 1.690822 2.022297
8.470000e+12 0.00 1.000000 1.503918 1.691347 2.022869
8.389000e+12 0.00 1.000000 1.506440 1.694023 2.025785
8.352000e+12 0.00 1.000000 1.507601 1.695254 2.027127
8.350000e+12 0.00 1.000000 1.507664 1.695321 2.027200
8.342000e+12 0.00 1.000000 1.507916 1.695588 2.027491
8.338000e+12 0.00 1.000000 1.508042 1.695722 2.027636
8.329000e+12 0.00 1.000000 1.508326 1.696023 2.027964
8.298000e+12 0.00 1.000000 1.509306 1.697062 2.029097
8.230000e+12 0.00 1.000000 1.511470 1.699357 2.031597
8.205000e+12 0.00 1.000000 1.512270 1.700206 2.032522
8.201000e+12 0.00 1.000000 1.512398 1.700342 2.032670
8.150000e+12 0.00 1.000000 1.514040 1.702083 2.034567
8.147000e+12 0.00 1.000000 1.514137 1.702186 2.034679
8.114000e+12 0.00 1.000000 1.515206 1.703319 2.035914
8.100000e+12 0.00 1.000000 1.515661 1.703802 2.036439
8.003000e+12 0.00 1.000000 1.518836 1.707169 2.040107
7.935000e+12 0.00 1.000000 1.521088 1.709555 2.042706
7.930000e+12 0.00 1.000000 1.521254 1.709732 2.042898
7.899000e+12 0.00 1.000000 1.522288 1.710828 2.044092
7.877000e+12 0.00 1.000000 1.523024 1.711609 2.044942
7.856000e+12 0.00 1.000000 1.523730 1.712356 2.045756
7.850000e+12 0.00 1.000000 1.523931 1.712570 2.045989
7.843000e+12 0.00 1.000000 1.524167 1.712820 2.046261
7.808000e+12 0.00 1.000000 1.525349 1.714073 2.047625
7.786000e+12 0.00 1.000000 1.526095 1.714863 2.048486
7.761000e+12 0.00 1.000000 1.526945 1.715765 2.049467
7.740000e+12 0.00 1.000000 1.527662 1.716524 2.050294
7.730000e+12 0.00 1.000000 1.528004 1.716887 2.050689
7.686000e+12 0.00 1.000000 1.529514 1.718488 2.052432
7.680000e+12 0.00 1.000000 1.529721 1.718707 2.052671
7.678000e+12 0.00 1.000000 1.529790 1.718780 2.052750
7.666000e+12 0.00 1.000000 1.530204 1.719218 2.053228
7.649000e+12 0.00 1.000000 1.530791 1.719841 2.053906
7.633000e+12 0.00 1.000000 1.531346 1.720429 2.054546
7.606000e+12 0.00 1.000000 1.532284 1.721424 2.055629
7.602000e+12 0.00 1.000000 1.532424 1.721571 2.055789
7.556000e+12 0.00 1.000000 1.534032 1.723276 2.057645
7.550000e+12 0.00 1.000000 1.534243 1.723499 2.057888
7.546000e+12 0.00 1.000000 1.534383 1.723648 2.058050
7.515000e+12 0.00 1.000000 1.535474 1.724805 2.059309
7.505000e+12 0.00 1.000000 1.535828 1.725179 2.059716
7.490000e+12 0.00 1.000000 1.536358 1.725741 2.060328
7.455000e+12 0.00 1.000000 1.537601 1.727058 2.061761
7.451000e+12 0.00 1.000000 1.537743 1.727209 2.061925
7.442000e+12 0.00 1.000000 1.538064 1.727549 2.062295
7.424000e+12 0.00 1.000000 1.538707 1.728230 2.063036
7.395000e+12 0.00 1.000000 1.539746 1.729331 2.064235
7.382000e+12 0.00 1.000000 1.540213 1.729826 2.064774
7.374000e+12 0.00 1.000000 1.540501 1.730131 2.065106
7.364000e+12 0.00 1.000000 1.540862 1.730513 2.065521
7.339000e+12 0.00 1.000000 1.541765 1.731471 2.066563
7.314000e+12 0.00 1.000000 1.542672 1.732432 2.067609
7.314000e+12 0.00 1.000000 1.542672 1.732432 2.067609
7.302000e+12 0.00 1.000000 1.543109 1.732894 2.068112
7.298000e+12 0.00 1.000000 1.543254 1.733048 2.068280
7.283000e+12 0.00 1.000000 1.543801 1.733628 2.068910
7.265000e+12 0.00 1.000000 1.544460 1.734325 2.069669
7.254000e+12 0.00 1.000000 1.544863 1.734752 2.070133
7.190000e+12 0.00 1.000000 1.547221 1.737250 2.072851
7.190000e+12 0.00 1.000000 1.547221 1.737250 2.072851
7.159000e+12 0.00 1.000000 1.548371 1.738469 2.074177
7.149000e+12 0.00 1.000000 1.548744 1.738864 2.074606
7.124000e+12 0.00 1.000000 1.549677 1.739852 2.075682
7.114000e+12 0.00 1.000000 1.550051 1.740249 2.076113
7.106000e+12 0.00 1.000000 1.550351 1.740566 2.076458
7.066000e+12 0.00 1.000000 1.551855 1.742160 2.078192
7.058000e+12 0.00 1.000000 1.552157 1.742480 2.078540
7.015000e+12 0.00 1.000000 1.553787 1.744206 2.080418
7.006000e+12 0.00 1.000000 1.554130 1.744569 2.080812
6.977000e+12 0.00 1.000000 1.555237 1.745741 2.082087
6.969000e+12 0.00 1.000000 1.555543 1.746066 2.082440
6.940000e+12 0.00 1.000000 1.556656 1.747245 2.083722
6.938000e+12 0.00 1.000000 1.556733 1.747326 2.083811
6.919000e+12 0.00 1.000000 1.557466 1.748102 2.084654
6.915000e+12 0.00 1.000000 1.557620 1.748266 2.084832
6.907000e+12 0.00 1.000000 1.557929 1.748593 2.085188
6.899000e+12 0.00 1.000000 1.558239 1.748921 2.085545
6.888000e+12 0.00 1.000000 1.558665 1.749372 2.086036
6.888000e+12 0.00 1.000000 1.558665 1.749372 2.086036
6.886000e+12 0.00 1.000000 1.558743 1.749455 2.086125
6.886000e+12 0.00 1.000000 1.558743 1.749455 2.086125
6.884000e+12 0.00 1.000000 1.558820 1.749537 2.086215
6.878000e+12 0.00 1.000000 1.559053 1.749784 2.086483
6.831000e+12 0.00 1.000000 1.560886 1.751725 2.088593
6.814000e+12 0.00 1.000000 1.561553 1.752430 2.089361
6.812000e+12 0.00 1.000000 1.561631 1.752513 2.089451
6.754000e+12 0.00 1.000000 1.563919 1.754936 2.092085
6.735000e+12 0.00 1.000000 1.564673 1.755734 2.092953
6.733000e+12 0.00 1.000000 1.564753 1.755819 2.093045
6.733000e+12 0.00 1.000000 1.564753 1.755819 2.093045
6.715000e+12 0.00 1.000000 1.565469 1.756578 2.093870
6.709000e+12 0.00 1.000000 1.565709 1.756831 2.094145
6.702000e+12 0.00 1.000000 1.565988 1.757127 2.094467
6.700000e+12 0.00 1.000000 1.566068 1.757212 2.094559
6.694000e+12 0.00 1.000000 1.566308 1.757466 2.094835
6.694000e+12 0.00 1.000000 1.566308 1.757466 2.094835
6.671000e+12 0.00 1.000000 1.567230 1.758442 2.095896
6.661000e+12 0.00 1.000000 1.567632 1.758868 2.096359
6.653000e+12 0.00 1.000000 1.567954 1.759209 2.096730
6.647000e+12 0.00 1.000000 1.568196 1.759465 2.097008
6.622000e+12 0.00 1.000000 1.569206 1.760534 2.098170
6.584000e+12 0.00 1.000000 1.570750 1.762168 2.099946
6.570000e+12 0.00 1.000000 1.571321 1.762773 2.100603
6.553000e+12 0.00 1.000000 1.572016 1.763509 2.101403
6.545000e+12 0.00 1.000000 1.572344 1.763856 2.101781
6.545000e+12 0.00 1.000000 1.572344 1.763856 2.101781
6.512000e+12 0.00 1.000000 1.573701 1.765292 2.103342
6.498000e+12 0.00 1.000000 1.574279 1.765904 2.104006
6.454000e+12 0.00 1.000000 1.576104 1.767836 2.106106
6.444000e+12 0.00 1.000000 1.576520 1.768277 2.106585
6.425000e+12 0.00 1.000000 1.577314 1.769117 2.107498
6.415000e+12 0.00 1.000000 1.577733 1.769560 2.107980
6.401000e+12 0.00 1.000000 1.578320 1.770182 2.108655
6.384000e+12 0.00 1.000000 1.579035 1.770939 2.109478
6.363000e+12 0.00 1.000000 1.579922 1.771877 2.110497
6.357000e+12 0.00 1.000000 1.580176 1.772146 2.110789
6.351000e+12 0.00 1.000000 1.580430 1.772415 2.111081
6.345000e+12 0.00 1.000000 1.580684 1.772684 2.111373
6.324000e+12 0.00 1.000000 1.581576 1.773628 2.112399
6.322000e+12 0.00 1.000000 1.581661 1.773718 2.112497
6.295000e+12 0.00 1.000000 1.582814 1.774938 2.113822
6.287000e+12 0.00 1.000000 1.583156 1.775300 2.114216
6.285000e+12 0.00 1.000000 1.583242 1.775391 2.114314
6.277000e+12 0.00 1.000000 1.583585 1.775754 2.114709
6.260000e+12 0.00 1.000000 1.584315 1.776527 2.115548
6.254000e+12 0.00 1.000000 1.584574 1.776800 2.115845
6.248000e+12 0.00 1.000000 1.584832 1.777074 2.116143
6.237000e+12 0.00 1.000000 1.585307 1.777577 2.116689
6.233000e+12 0.00 1.000000 1.585480 1.777759 2.116887
6.219000e+12 0.00 1.000000 1.586086 1.778401 2.117584
6.202000e+12 0.00 1.000000 1.586824 1.779182 2.118432
6.186000e+12 0.00 1.000000 1.587521 1.779919 2.119233
6.183000e+12 0.00 1.000000 1.587652 1.780057 2.119383
6.181000e+12 0.00 1.000000 1.587739 1.780150 2.119483
6.181000e+12 0.00 1.000000 1.587739 1.780150 2.119483
6.163000e+12 0.00 1.000000 1.588525 1.780982 2.120388
6.154000e+12 0.00 1.000000 1.588920 1.781399 2.120841
6.152000e+12 0.00 1.000000 1.589007 1.781492 2.120941
6.152000e+12 0.00 1.000000 1.589007 1.781492 2.120941
6.146000e+12 0.00 1.000000 1.589271 1.781771 2.121244
6.136000e+12 0.00 1.000000 1.589710 1.782236 2.121749
6.134000e+12 0.00 1.000000 1.589798 1.782329 2.121850
6.117000e+12 0.00 1.000000 1.590547 1.783121 2.122711
6.097000e+12 0.00 1.000000 1.591431 1.784057 2.123727
6.090000e+12 0.00 1.000000 1.591741 1.784385 2.124083
6.088000e+12 0.00 1.000000 1.591830 1.784479 2.124185
6.080000e+12 0.00 1.000000 1.592185 1.784855 2.124593
6.066000e+12 0.00 1.000000 1.592808 1.785513 2.125309
6.033000e+12 0.00 1.000000 1.594282 1.787073 2.127002
6.022000e+12 0.00 1.000000 1.594775 1.787595 2.127569
6.018000e+12 0.00 1.000000 1.594955 1.787785 2.127775
6.018000e+12 0.00 1.000000 1.594955 1.787785 2.127775
6.016000e+12 0.00 1.000000 1.595045 1.787880 2.127878
6.006000e+12 0.00 1.000000 1.595494 1.788355 2.128395
5.997000e+12 0.00 1.000000 1.595900 1.788784 2.128861
5.958000e+12 0.00 1.000000 1.597665 1.790651 2.130888
5.937000e+12 0.00 1.000000 1.598620 1.791662 2.131985
5.911000e+12 0.00 1.000000 1.599808 1.792919 2.133349
5.900000e+12 0.00 1.000000 1.600312 1.793452 2.133928
5.888000e+12 0.00 1.000000 1.600864 1.794035 2.134562
5.882000e+12 0.00 1.000000 1.601140 1.794327 2.134879
5.879000e+12 0.00 1.000000 1.601278 1.794474 2.135037
5.869000e+12 0.00 1.000000 1.601739 1.794961 2.135567
5.863000e+12 0.00 1.000000 1.602016 1.795255 2.135885
5.855000e+12 0.00 1.000000 1.602386 1.795646 2.136310
5.851000e+12 0.00 1.000000 1.602571 1.795842 2.136522
5.824000e+12 0.00 1.000000 1.603825 1.797168 2.137962
5.818000e+12 0.00 1.000000 1.604104 1.797463 2.138282
5.780000e+12 0.00 1.000000 1.605881 1.799342 2.140322
5.778000e+12 0.00 1.000000 1.605975 1.799442 2.140430
5.747000e+12 0.00 1.000000 1.607434 1.800985 2.142106
5.743000e+12 0.00 1.000000 1.607623 1.801185 2.142323
5.741000e+12 0.00 1.000000 1.607718 1.801285 2.142431
5.737000e+12 0.00 1.000000 1.607907 1.801485 2.142648
5.733000e+12 0.00 1.000000 1.608096 1.801686 2.142865
5.710000e+12 0.00 1.000000 1.609188 1.802840 2.144118
5.710000e+12 0.00 1.000000 1.609188 1.802840 2.144118
5.704000e+12 0.00 1.000000 1.609473 1.803142 2.144446
5.693000e+12 0.00 1.000000 1.609997 1.803696 2.145047
5.687000e+12 0.00 1.000000 1.610284 1.803999 2.145376
5.663000e+12 0.00 1.000000 1.611433 1.805214 2.146694
5.640000e+12 0.00 1.000000 1.612539 1.806383 2.147963
5.629000e+12 0.00 1.000000 1.613069 1.806944 2.148572
5.621000e+12 0.00 1.000000 1.613456 1.807353 2.149016
5.594000e+12 0.00 1.000000 1.614765 1.808738 2.150518
5.540000e+12 0.00 1.000000 1.617405 1.811529 2.153546
5.520000e+12 0.00 1.000000 1.618390 1.812570 2.154676
5.518000e+12 0.00 1.000000 1.618488 1.812674 2.154789
5.514000e+12 0.00 1.000000 1.618686 1.812883 2.155015
5.509000e+12 0.00 1.000000 1.618933 1.813144 2.155299
5.491000e+12 0.00 1.000000 1.619824 1.814087 2.156321
5.466000e+12 0.00 1.000000 1.621068 1.815401 2.157747
5.452000e+12 0.00 1.000000 1.621766 1.816140 2.158549
5.448000e+12 0.00 1.000000 1.621967 1.816352 2.158778
5.445000e+12 0.00 1.000000 1.622117 1.816510 2.158950
5.445000e+12 0.00 1.000000 1.622117 1.816510 2.158950
5.443000e+12 0.00 1.000000 1.622217 1.816616 2.159065
5.441000e+12 0.00 1.000000 1.622317 1.816722 2.159180
5.439000e+12 0.00 1.000000 1.622417 1.816828 2.159295
5.435000e+12 0.00 1.000000 1.622618 1.817040 2.159525
5.435000e+12 0.00 1.000000 1.622618 1.817040 2.159525
5.427000e+12 0.00 1.000000 1.623020 1.817465 2.159986
5.419000e+12 0.00 1.000000 1.623422 1.817890 2.160447
5.419000e+12 0.00 1.000000 1.623422 1.817890 2.160447
5.414000e+12 0.00 1.000000 1.623674 1.818156 2.160736
5.406000e+12 0.00 1.000000 1.624077 1.818583 2.161198
5.390000e+12 0.00 1.000000 1.624886 1.819437 2.162125
5.388000e+12 0.00 1.000000 1.624987 1.819544 2.162241
5.373000e+12 0.00 1.000000 1.625748 1.820349 2.163114
5.373000e+12 0.00 1.000000 1.625748 1.820349 2.163114
5.369000e+12 0.00 1.000000 1.625951 1.820563 2.163347
5.369000e+12 0.00 1.000000 1.625951 1.820563 2.163347
5.354000e+12 0.00 1.000000 1.626714 1.821371 2.164222
5.344000e+12 0.00 1.000000 1.627225 1.821910 2.164807
5.338000e+12 0.00 1.000000 1.627532 1.822234 2.165159
5.338000e+12 0.00 1.000000 1.627532 1.822234 2.165159
5.305000e+12 0.00 1.000000 1.629225 1.824025 2.167101
5.301000e+12 0.00 1.000000 1.629432 1.824243 2.167337
5.286000e+12 0.00 1.000000 1.630206 1.825061 2.168224
5.276000e+12 0.00 1.000000 1.630723 1.825608 2.168817
5.276000e+12 0.00 1.000000 1.630723 1.825608 2.168817
5.257000e+12 0.00 1.000000 1.631710 1.826650 2.169948
5.251000e+12 0.00 1.000000 1.632022 1.826981 2.170306
5.241000e+12 0.00 1.000000 1.632543 1.827531 2.170903
5.233000e+12 0.00 1.000000 1.632961 1.827973 2.171382
5.220000e+12 0.00 1.000000 1.633641 1.828692 2.172161
5.212000e+12 0.00 1.000000 1.634061 1.829136 2.172642
5.197000e+12 0.00 1.000000 1.634850 1.829969 2.173546
5.191000e+12 0.00 1.000000 1.635166 1.830303 2.173908
5.187000e+12 0.00 1.000000 1.635377 1.830526 2.174150
5.181000e+12 0.00 1.000000 1.635694 1.830861 2.174513
5.125000e+12 0.00 1.000000 1.638670 1.834006 2.177923
5.123000e+12 0.00 1.000000 1.638777 1.834119 2.178045
5.117000e+12 0.00 1.000000 1.639098 1.834459 2.178413
5.117000e+12 0.00 1.000000 1.639098 1.834459 2.178413
5.113000e+12 0.00 1.000000 1.639312 1.834685 2.178659
5.110000e+12 0.00 1.000000 1.639473 1.834855 2.178843
5.094000e+12 0.00 1.000000 1.640333 1.835763 2.179827
5.088000e+12 0.00 1.000000 1.640656 1.836105 2.180198
5.077000e+12 0.00 1.000000 1.641249 1.836732 2.180877
5.065000e+12 0.00 1.000000 1.641898 1.837417 2.181620
5.055000e+12 0.00 1.000000 1.642440 1.837990 2.182241
5.040000e+12 0.00 1.000000 1.643255 1.838852 2.183175
5.040000e+12 0.00 1.000000 1.643255 1.838852 2.183175
5.034000e+12 0.00 1.000000 1.643582 1.839197 2.183549
5.032000e+12 0.00 1.000000 1.643691 1.839312 2.183674
5.026000e+12 0.00 1.000000 1.644019 1.839658 2.184049
5.009000e+12 0.00 1.000000 1.644949 1.840641 2.185114
4.999000e+12 0.00 1.000000 1.645497 1.841220 2.185742
4.993000e+12 0.00 1.000000 1.645827 1.841569 2.186120
4.986000e+12 0.00 1.000000 1.646212 1.841976 2.186561
4.970000e+12 0.00 1.000000 1.647095 1.842909 2.187572
4.970000e+12 0.00 1.000000 1.647095 1.842909 2.187572
4.962000e+12 0.00 1.000000 1.647538 1.843376 2.188078
4.953000e+12 0.00 1.000000 1.648037 1.843903 2.188649
4.947000e+12 0.00 1.000000 1.648370 1.844255 2.189031
4.929000e+12 0.00 1.000000 1.649371 1.845313 2.190178
4.900000e+12 0.00 1.000000 1.650994 1.847027 2.192035
4.891000e+12 0.00 1.000000 1.651500 1.847561 2.192614
4.881000e+12 0.00 1.000000 1.652063 1.848156 2.193258
4.881000e+12 0.00 1.000000 1.652063 1.848156 2.193258
4.871000e+12 0.00 1.000000 1.652627 1.848752 2.193904
4.866000e+12 0.00 1.000000 1.652909 1.849051 2.194227
4.864000e+12 0.00 1.000000 1.653023 1.849170 2.194357
4.842000e+12 0.00 1.000000 1.654270 1.850488 2.195785
4.840000e+12 0.00 1.000000 1.654384 1.850608 2.195915
4.838000e+12 0.00 1.000000 1.654498 1.850729 2.196045
4.835000e+12 0.00 1.000000 1.654669 1.850909 2.196241
4.834000e+12 0.00 1.000000 1.654726 1.850969 2.196306
4.825000e+12 0.00 1.000000 1.655239 1.851511 2.196893
4.817000e+12 0.00 1.000000 1.655696 1.851994 2.197416
4.815000e+12 0.00 1.000000 1.655810 1.852115 2.197547
4.807000e+12 0.00 1.000000 1.656268 1.852598 2.198071
4.805000e+12 0.00 1.000000 1.656383 1.852719 2.198202
4.800000e+12 0.00 1.000000 1.656669 1.853022 2.198530
4.798000e+12 0.00 1.000000 1.656784 1.853144 2.198662
4.790000e+12 0.00 1.000000 1.657244 1.853629 2.199188
4.786000e+12 0.00 1.000000 1.657474 1.853872 2.199451
4.767000e+12 0.00 1.000000 1.658571 1.855030 2.200705
4.753000e+12 0.00 1.000000 1.659381 1.855887 2.201633
4.751000e+12 0.00 1.000000 1.659497 1.856009 2.201766
4.726000e+12 0.00 1.000000 1.660952 1.857546 2.203430
4.716000e+12 0.00 1.000000 1.661537 1.858163 2.204099
4.711000e+12 0.00 1.000000 1.661829 1.858472 2.204434
4.709000e+12 0.00 1.000000 1.661947 1.858596 2.204568
4.709000e+12 0.00 1.000000 1.661947 1.858596 2.204568
4.701000e+12 0.00 1.000000 1.662416 1.859091 2.205104
4.693000e+12 0.00 1.000000 1.662886 1.859588 2.205642
4.685000e+12 0.00 1.000000 1.663357 1.860085 2.206180
4.680000e+12 0.00 1.000000 1.663651 1.860396 2.206518
4.680000e+12 0.00 1.000000 1.663651 1.860396 2.206518
4.678000e+12 0.00 1.000000 1.663769 1.860521 2.206653
4.676000e+12 0.00 1.000000 1.663888 1.860646 2.206788
4.670000e+12 0.00 1.000000 1.664242 1.861020 2.207193
4.664000e+12 0.00 1.000000 1.664597 1.861395 2.207599
4.658000e+12 0.00 1.000000 1.664952 1.861770 2.208006
4.654000e+12 0.00 1.000000 1.665190 1.862021 2.208277
4.654000e+12 0.00 1.000000 1.665190 1.862021 2.208277
4.649000e+12 0.00 1.000000 1.665487 1.862334 2.208617
4.637000e+12 0.00 1.000000 1.666201 1.863088 2.209433
4.637000e+12 0.00 1.000000 1.666201 1.863088 2.209433
4.627000e+12 0.00 1.000000 1.666797 1.863718 2.210115
4.612000e+12 0.00 1.000000 1.667694 1.864666 2.211141
4.604000e+12 0.00 1.000000 1.668174 1.865172 2.211690
4.602000e+12 0.00 1.000000 1.668294 1.865299 2.211827
4.598000e+12 0.00 1.000000 1.668535 1.865553 2.212102
