# M[M_sun/h] sigma(M,0) sigma(0.5M,0) z D(z) D(z_f,peak) c_vir_sim c_vir_eps c_vir_eps2
1.019000e+13 1.455803 1.640273 0.000 1.000000 0.634002 8.566231 9.909019 8.514792
1.018000e+13 1.456056 1.640542 0.000 1.000000 0.633972 8.567144 9.910289 8.515724
1.016000e+13 1.456564 1.641081 0.000 1.000000 0.633910 8.568978 9.912848 8.517604
1.010000e+13 1.458093 1.642705 0.000 1.000000 0.633725 8.574496 9.920538 8.523249
1.009000e+13 1.458349 1.642977 0.000 1.000000 0.633694 8.575420 9.921824 8.524194
1.008000e+13 1.458605 1.643249 0.000 1.000000 0.633663 8.576344 9.923111 8.525139
9.979000e+12 1.461208 1.646013 0.000 1.000000 0.633349 8.585737 9.936204 8.534750
9.938000e+12 1.462272 1.647144 0.000 1.000000 0.633221 8.589574 9.941547 8.538673
9.913000e+12 1.462924 1.647836 0.000 1.000000 0.633143 8.591927 9.944827 8.541082
9.890000e+12 1.463525 1.648474 0.000 1.000000 0.633070 8.594094 9.947850 8.543299
9.836000e+12 1.464942 1.649979 0.000 1.000000 0.632900 8.599205 9.954972 8.548526
9.820000e+12 1.465363 1.650427 0.000 1.000000 0.632849 8.600722 9.957082 8.550076
9.789000e+12 1.466182 1.651297 0.000 1.000000 0.632751 8.603676 9.961197 8.553098
9.733000e+12 1.467668 1.652875 0.000 1.000000 0.632572 8.609034 9.968666 8.558577
9.683000e+12 1.469003 1.654292 0.000 1.000000 0.632412 8.613847 9.975379 8.563501
9.677000e+12 1.469164 1.654463 0.000 1.000000 0.632393 8.614427 9.976188 8.564096
9.655000e+12 1.469754 1.655090 0.000 1.000000 0.632322 8.616554 9.979149 8.566270
9.638000e+12 1.470211 1.655575 0.000 1.000000 0.632268 8.618201 9.981448 8.567954
9.630000e+12 1.470426 1.655804 0.000 1.000000 0.632242 8.618975 9.982523 8.568744
9.615000e+12 1.470831 1.656233 0.000 1.000000 0.632194 8.620436 9.984565 8.570241
9.611000e+12 1.470939 1.656348 0.000 1.000000 0.632181 8.620825 9.985106 8.570640
9.578000e+12 1.471831 1.657295 0.000 1.000000 0.632074 8.624040 9.989589 8.573926
9.537000e+12 1.472945 1.658477 0.000 1.000000 0.631941 8.628055 9.995191 8.578031
9.526000e+12 1.473244 1.658796 0.000 1.000000 0.631905 8.629131 9.996683 8.579131
9.458000e+12 1.475105 1.660771 0.000 1.000000 0.631683 8.635837 10.006038 8.585991
9.431000e+12 1.475848 1.661560 0.000 1.000000 0.631594 8.638514 10.009769 8.588728
9.427000e+12 1.475958 1.661677 0.000 1.000000 0.631581 8.638910 10.010321 8.589131
9.390000e+12 1.476980 1.662762 0.000 1.000000 0.631459 8.642591 10.015454 8.592895
9.313000e+12 1.479122 1.665035 0.000 1.000000 0.631205 8.650307 10.026219 8.600786
9.309000e+12 1.479234 1.665154 0.000 1.000000 0.631191 8.650710 10.026781 8.601201
9.297000e+12 1.479569 1.665510 0.000 1.000000 0.631151 8.651916 10.028461 8.602431
9.247000e+12 1.480973 1.667000 0.000 1.000000 0.630985 8.656972 10.035515 8.607603
9.206000e+12 1.482130 1.668228 0.000 1.000000 0.630847 8.661138 10.041326 8.611861
9.204000e+12 1.482187 1.668288 0.000 1.000000 0.630841 8.661344 10.041616 8.612074
9.191000e+12 1.482555 1.668679 0.000 1.000000 0.630797 8.662668 10.043461 8.613425
9.173000e+12 1.483065 1.669221 0.000 1.000000 0.630737 8.664503 10.046018 8.615301
9.160000e+12 1.483435 1.669613 0.000 1.000000 0.630693 8.665836 10.047880 8.616664
9.121000e+12 1.484547 1.670793 0.000 1.000000 0.630561 8.669839 10.053466 8.620757
9.117000e+12 1.484661 1.670915 0.000 1.000000 0.630547 8.670249 10.054031 8.621176
9.082000e+12 1.485664 1.671979 0.000 1.000000 0.630429 8.673859 10.059071 8.624867
9.016000e+12 1.487567 1.673998 0.000 1.000000 0.630204 8.680708 10.068630 8.631870
9.012000e+12 1.487682 1.674121 0.000 1.000000 0.630190 8.681121 10.069201 8.632290
8.962000e+12 1.489135 1.675662 0.000 1.000000 0.630019 8.686350 10.076502 8.637636
8.950000e+12 1.489484 1.676033 0.000 1.000000 0.629978 8.687604 10.078249 8.638916
8.935000e+12 1.489922 1.676498 0.000 1.000000 0.629926 8.689180 10.080447 8.640526
8.931000e+12 1.490039 1.676622 0.000 1.000000 0.629912 8.689601 10.081035 8.640957
8.921000e+12 1.490332 1.676932 0.000 1.000000 0.629878 8.690655 10.082512 8.642038
8.900000e+12 1.490948 1.677586 0.000 1.000000 0.629805 8.692872 10.085602 8.644302
8.894000e+12 1.491124 1.677773 0.000 1.000000 0.629784 8.693505 10.086484 8.644948
8.869000e+12 1.491859 1.678553 0.000 1.000000 0.629698 8.696148 10.090173 8.647649
8.803000e+12 1.493812 1.680625 0.000 1.000000 0.629468 8.703172 10.099977 8.654829
8.778000e+12 1.494555 1.681414 0.000 1.000000 0.629381 8.705843 10.103702 8.657559
8.689000e+12 1.497222 1.684244 0.000 1.000000 0.629068 8.715433 10.117083 8.667358
8.689000e+12 1.497222 1.684244 0.000 1.000000 0.629068 8.715433 10.117083 8.667358
8.679000e+12 1.497524 1.684563 0.000 1.000000 0.629032 8.716519 10.118608 8.668472
8.648000e+12 1.498461 1.685558 0.000 1.000000 0.628922 8.719887 10.123303 8.671913
8.646000e+12 1.498521 1.685622 0.000 1.000000 0.628915 8.720102 10.123602 8.672131
8.633000e+12 1.498915 1.686040 0.000 1.000000 0.628869 8.721518 10.125579 8.673577
8.602000e+12 1.499858 1.687040 0.000 1.000000 0.628759 8.724908 10.130313 8.677042
8.577000e+12 1.500620 1.687849 0.000 1.000000 0.628670 8.727646 10.134132 8.679838
8.571000e+12 1.500804 1.688043 0.000 1.000000 0.628648 8.728308 10.135063 8.680516
8.563000e+12 1.501049 1.688303 0.000 1.000000 0.628620 8.729188 10.136292 8.681416
8.536000e+12 1.501877 1.689181 0.000 1.000000 0.628523 8.732164 10.140448 8.684458
8.520000e+12 1.502369 1.689703 0.000 1.000000 0.628465 8.733932 10.142915 8.686264
8.515000e+12 1.502523 1.689866 0.000 1.000000 0.628447 8.734485 10.143690 8.686829
8.476000e+12 1.503727 1.691144 0.000 1.000000 0.628307 8.738811 10.149724 8.691249
8.460000e+12 1.504222 1.691669 0.000 1.000000 0.628249 8.740588 10.152208 8.693064
8.393000e+12 1.506310 1.693883 0.000 1.000000 0.628006 8.748089 10.162686 8.700729
8.383000e+12 1.506623 1.694215 0.000 1.000000 0.627969 8.749213 10.164255 8.701876
8.375000e+12 1.506874 1.694481 0.000 1.000000 0.627940 8.750115 10.165516 8.702801
8.358000e+12 1.507407 1.695048 0.000 1.000000 0.627878 8.752028 10.168178 8.704754
8.319000e+12 1.508636 1.696351 0.000 1.000000 0.627735 8.756442 10.174344 8.709264
8.309000e+12 1.508952 1.696686 0.000 1.000000 0.627698 8.757577 10.175930 8.710420
8.278000e+12 1.509935 1.697728 0.000 1.000000 0.627584 8.761107 10.180863 8.714029
8.271000e+12 1.510158 1.697964 0.000 1.000000 0.627558 8.761908 10.181985 8.714849
8.180000e+12 1.513068 1.701051 0.000 1.000000 0.627221 8.772354 10.196569 8.725518
8.164000e+12 1.513583 1.701597 0.000 1.000000 0.627161 8.774202 10.199152 8.727406
8.143000e+12 1.514262 1.702316 0.000 1.000000 0.627082 8.776640 10.202563 8.729896
8.133000e+12 1.514585 1.702659 0.000 1.000000 0.627045 8.777799 10.204179 8.731081
8.125000e+12 1.514844 1.702934 0.000 1.000000 0.627015 8.778728 10.205475 8.732028
8.098000e+12 1.515721 1.703864 0.000 1.000000 0.626914 8.781876 10.209871 8.735245
8.083000e+12 1.516210 1.704382 0.000 1.000000 0.626857 8.783631 10.212326 8.737037
8.073000e+12 1.516536 1.704728 0.000 1.000000 0.626819 8.784801 10.213958 8.738234
8.071000e+12 1.516601 1.704797 0.000 1.000000 0.626812 8.785034 10.214283 8.738469
8.030000e+12 1.517944 1.706220 0.000 1.000000 0.626657 8.789853 10.221022 8.743394
7.994000e+12 1.519128 1.707476 0.000 1.000000 0.626520 8.794100 10.226952 8.747730
7.988000e+12 1.519326 1.707686 0.000 1.000000 0.626497 8.794810 10.227944 8.748454
7.986000e+12 1.519393 1.707756 0.000 1.000000 0.626490 8.795052 10.228287 8.748704
7.951000e+12 1.520551 1.708985 0.000 1.000000 0.626356 8.799204 10.234082 8.752943
7.926000e+12 1.521382 1.709866 0.000 1.000000 0.626260 8.802185 10.238247 8.755985
7.881000e+12 1.522885 1.711460 0.000 1.000000 0.626087 8.807575 10.245775 8.761491
7.864000e+12 1.523456 1.712064 0.000 1.000000 0.626022 8.809623 10.248646 8.763582
7.856000e+12 1.523725 1.712349 0.000 1.000000 0.625991 8.810588 10.249995 8.764569
7.808000e+12 1.525344 1.714066 0.000 1.000000 0.625805 8.816393 10.258102 8.770496
7.786000e+12 1.526090 1.714856 0.000 1.000000 0.625719 8.819067 10.261845 8.773227
7.767000e+12 1.526736 1.715541 0.000 1.000000 0.625645 8.821383 10.265080 8.775590
7.761000e+12 1.526940 1.715758 0.000 1.000000 0.625622 8.822114 10.266097 8.776338
7.757000e+12 1.527076 1.715902 0.000 1.000000 0.625606 8.822601 10.266780 8.776833
7.744000e+12 1.527520 1.716372 0.000 1.000000 0.625555 8.824193 10.269009 8.778459
7.705000e+12 1.528855 1.717788 0.000 1.000000 0.625402 8.828977 10.275690 8.783344
7.703000e+12 1.528924 1.717861 0.000 1.000000 0.625395 8.829225 10.276037 8.783598
7.701000e+12 1.528993 1.717934 0.000 1.000000 0.625387 8.829473 10.276383 8.783849
7.701000e+12 1.528993 1.717934 0.000 1.000000 0.625387 8.829473 10.276383 8.783849
7.684000e+12 1.529578 1.718554 0.000 1.000000 0.625320 8.831569 10.279314 8.785990
7.670000e+12 1.530060 1.719065 0.000 1.000000 0.625264 8.833296 10.281728 8.787754
7.660000e+12 1.530406 1.719431 0.000 1.000000 0.625225 8.834537 10.283466 8.789021
7.647000e+12 1.530855 1.719908 0.000 1.000000 0.625174 8.836145 10.285707 8.790660
7.637000e+12 1.531202 1.720275 0.000 1.000000 0.625134 8.837389 10.287451 8.791931
7.624000e+12 1.531653 1.720753 0.000 1.000000 0.625082 8.839004 10.289710 8.793582
7.616000e+12 1.531931 1.721048 0.000 1.000000 0.625051 8.840000 10.291100 8.794598
7.610000e+12 1.532140 1.721269 0.000 1.000000 0.625027 8.840750 10.292150 8.795363
7.585000e+12 1.533012 1.722193 0.000 1.000000 0.624927 8.843874 10.296519 8.798552
7.560000e+12 1.533886 1.723120 0.000 1.000000 0.624827 8.847004 10.300891 8.801746
7.550000e+12 1.534237 1.723492 0.000 1.000000 0.624787 8.848262 10.302649 8.803029
7.521000e+12 1.535257 1.724573 0.000 1.000000 0.624671 8.851915 10.307757 8.806761
7.515000e+12 1.535469 1.724798 0.000 1.000000 0.624647 8.852675 10.308816 8.807535
7.488000e+12 1.536424 1.725809 0.000 1.000000 0.624538 8.856096 10.313606 8.811028
7.480000e+12 1.536707 1.726110 0.000 1.000000 0.624506 8.857108 10.315015 8.812060
7.469000e+12 1.537098 1.726524 0.000 1.000000 0.624462 8.858509 10.316975 8.813493
7.457000e+12 1.537524 1.726976 0.000 1.000000 0.624413 8.860034 10.319105 8.815048
7.455000e+12 1.537595 1.727051 0.000 1.000000 0.624405 8.860288 10.319462 8.815307
7.453000e+12 1.537667 1.727127 0.000 1.000000 0.624397 8.860547 10.319824 8.815573
7.449000e+12 1.537809 1.727278 0.000 1.000000 0.624381 8.861055 10.320532 8.816092
7.428000e+12 1.538559 1.728072 0.000 1.000000 0.624295 8.863741 10.324292 8.818836
7.411000e+12 1.539167 1.728716 0.000 1.000000 0.624226 8.865918 10.327338 8.821055
7.399000e+12 1.539597 1.729172 0.000 1.000000 0.624177 8.867457 10.329488 8.822626
7.391000e+12 1.539885 1.729476 0.000 1.000000 0.624145 8.868489 10.330938 8.823682
7.391000e+12 1.539885 1.729476 0.000 1.000000 0.624145 8.868489 10.330938 8.823682
7.382000e+12 1.540208 1.729819 0.000 1.000000 0.624108 8.869645 10.332550 8.824860
7.376000e+12 1.540424 1.730048 0.000 1.000000 0.624084 8.870418 10.333631 8.825650
7.335000e+12 1.541905 1.731617 0.000 1.000000 0.623916 8.875720 10.341047 8.831059
7.323000e+12 1.542340 1.732078 0.000 1.000000 0.623866 8.877277 10.343224 8.832650
7.296000e+12 1.543322 1.733119 0.000 1.000000 0.623755 8.880792 10.348135 8.836238
7.285000e+12 1.543723 1.733544 0.000 1.000000 0.623710 8.882227 10.350142 8.837700
7.273000e+12 1.544162 1.734009 0.000 1.000000 0.623660 8.883799 10.352340 8.839307
7.246000e+12 1.545151 1.735057 0.000 1.000000 0.623548 8.887338 10.357289 8.842919
7.219000e+12 1.546144 1.736109 0.000 1.000000 0.623436 8.890891 10.362259 8.846543
7.180000e+12 1.547586 1.737636 0.000 1.000000 0.623273 8.896050 10.369480 8.851808
7.174000e+12 1.547809 1.737872 0.000 1.000000 0.623248 8.896849 10.370598 8.852622
7.155000e+12 1.548515 1.738620 0.000 1.000000 0.623168 8.899374 10.374130 8.855201
7.124000e+12 1.549671 1.739845 0.000 1.000000 0.623038 8.903508 10.379912 8.859418
7.089000e+12 1.550984 1.741235 0.000 1.000000 0.622890 8.908206 10.386488 8.864212
7.077000e+12 1.551435 1.741714 0.000 1.000000 0.622839 8.909818 10.388736 8.865854
7.039000e+12 1.552871 1.743234 0.000 1.000000 0.622677 8.914954 10.395928 8.871094
7.035000e+12 1.553023 1.743395 0.000 1.000000 0.622660 8.915498 10.396688 8.871652
6.994000e+12 1.554582 1.745046 0.000 1.000000 0.622485 8.921072 10.404490 8.877336
6.977000e+12 1.555231 1.745734 0.000 1.000000 0.622412 8.923391 10.407732 8.879702
6.973000e+12 1.555384 1.745896 0.000 1.000000 0.622395 8.923938 10.408498 8.880261
6.961000e+12 1.555844 1.746383 0.000 1.000000 0.622343 8.925583 10.410800 8.881938
6.899000e+12 1.558233 1.748914 0.000 1.000000 0.622075 8.934122 10.422744 8.890650
6.870000e+12 1.559359 1.750106 0.000 1.000000 0.621949 8.938147 10.428379 8.894754
6.866000e+12 1.559515 1.750271 0.000 1.000000 0.621932 8.938705 10.429161 8.895325
6.847000e+12 1.560255 1.751055 0.000 1.000000 0.621849 8.941348 10.432859 8.898020
6.835000e+12 1.560724 1.751552 0.000 1.000000 0.621797 8.943024 10.435202 8.899729
6.814000e+12 1.561547 1.752423 0.000 1.000000 0.621705 8.945965 10.439322 8.902731
6.810000e+12 1.561704 1.752589 0.000 1.000000 0.621687 8.946526 10.440109 8.903302
6.795000e+12 1.562294 1.753214 0.000 1.000000 0.621621 8.948634 10.443057 8.905453
6.793000e+12 1.562373 1.753297 0.000 1.000000 0.621612 8.948917 10.443457 8.905741
6.787000e+12 1.562609 1.753548 0.000 1.000000 0.621586 8.949759 10.444630 8.906600
6.756000e+12 1.563834 1.754845 0.000 1.000000 0.621449 8.954135 10.450756 8.911064
6.756000e+12 1.563834 1.754845 0.000 1.000000 0.621449 8.954135 10.450756 8.911064
6.731000e+12 1.564827 1.755896 0.000 1.000000 0.621339 8.957683 10.455724 8.914682
6.731000e+12 1.564827 1.755896 0.000 1.000000 0.621339 8.957683 10.455724 8.914682
6.723000e+12 1.565145 1.756233 0.000 1.000000 0.621303 8.958818 10.457312 8.915840
6.700000e+12 1.566063 1.757205 0.000 1.000000 0.621201 8.962098 10.461902 8.919183
6.694000e+12 1.566303 1.757459 0.000 1.000000 0.621174 8.962955 10.463103 8.920058
6.690000e+12 1.566463 1.757628 0.000 1.000000 0.621156 8.963526 10.463905 8.920641
6.661000e+12 1.567627 1.758861 0.000 1.000000 0.621027 8.967683 10.469720 8.924879
6.659000e+12 1.567707 1.758946 0.000 1.000000 0.621018 8.967968 10.470118 8.925171
6.647000e+12 1.568191 1.759458 0.000 1.000000 0.620964 8.969697 10.472541 8.926933
6.647000e+12 1.568191 1.759458 0.000 1.000000 0.620964 8.969697 10.472541 8.926933
6.645000e+12 1.568271 1.759543 0.000 1.000000 0.620955 8.969982 10.472939 8.927222
6.640000e+12 1.568473 1.759757 0.000 1.000000 0.620933 8.970703 10.473948 8.927959
6.636000e+12 1.568635 1.759928 0.000 1.000000 0.620915 8.971283 10.474761 8.928550
6.636000e+12 1.568635 1.759928 0.000 1.000000 0.620915 8.971283 10.474761 8.928550
6.601000e+12 1.570053 1.761429 0.000 1.000000 0.620757 8.976346 10.481851 8.933715
6.578000e+12 1.570989 1.762420 0.000 1.000000 0.620653 8.979687 10.486529 8.937123
6.572000e+12 1.571234 1.762679 0.000 1.000000 0.620626 8.980562 10.487756 8.938014
6.570000e+12 1.571315 1.762766 0.000 1.000000 0.620617 8.980850 10.488152 8.938306
6.566000e+12 1.571479 1.762939 0.000 1.000000 0.620599 8.981436 10.488976 8.938906
6.533000e+12 1.572831 1.764370 0.000 1.000000 0.620449 8.986262 10.495735 8.943825
6.525000e+12 1.573160 1.764718 0.000 1.000000 0.620412 8.987436 10.497381 8.945024
6.522000e+12 1.573283 1.764849 0.000 1.000000 0.620399 8.987875 10.497991 8.945470
6.518000e+12 1.573448 1.765023 0.000 1.000000 0.620380 8.988464 10.498820 8.946070
6.514000e+12 1.573613 1.765198 0.000 1.000000 0.620362 8.989053 10.499642 8.946673
6.506000e+12 1.573943 1.765547 0.000 1.000000 0.620326 8.990231 10.501294 8.947872
6.504000e+12 1.574025 1.765634 0.000 1.000000 0.620316 8.990523 10.501702 8.948169
6.487000e+12 1.574728 1.766378 0.000 1.000000 0.620239 8.993032 10.505216 8.950729
6.475000e+12 1.575225 1.766905 0.000 1.000000 0.620184 8.994805 10.507694 8.952536
6.475000e+12 1.575225 1.766905 0.000 1.000000 0.620184 8.994805 10.507694 8.952536
6.456000e+12 1.576015 1.767740 0.000 1.000000 0.620096 8.997624 10.511650 8.955412
6.438000e+12 1.576765 1.768535 0.000 1.000000 0.620013 9.000300 10.515390 8.958139
6.434000e+12 1.576932 1.768711 0.000 1.000000 0.619995 9.000896 10.516229 8.958744
6.427000e+12 1.577225 1.769021 0.000 1.000000 0.619963 9.001942 10.517694 8.959813
6.413000e+12 1.577811 1.769642 0.000 1.000000 0.619898 9.004032 10.520617 8.961944
6.401000e+12 1.578315 1.770175 0.000 1.000000 0.619842 9.005831 10.523139 8.963779
6.380000e+12 1.579198 1.771110 0.000 1.000000 0.619745 9.008980 10.527547 8.966985
6.380000e+12 1.579198 1.771110 0.000 1.000000 0.619745 9.008980 10.527547 8.966985
6.357000e+12 1.580170 1.772138 0.000 1.000000 0.619638 9.012447 10.532409 8.970522
6.357000e+12 1.580170 1.772138 0.000 1.000000 0.619638 9.012447 10.532409 8.970522
6.349000e+12 1.580509 1.772497 0.000 1.000000 0.619600 9.013657 10.534101 8.971754
6.341000e+12 1.580848 1.772856 0.000 1.000000 0.619563 9.014865 10.535793 8.972986
6.336000e+12 1.581060 1.773081 0.000 1.000000 0.619539 9.015621 10.536848 8.973756
6.330000e+12 1.581315 1.773351 0.000 1.000000 0.619511 9.016531 10.538121 8.974684
6.324000e+12 1.581571 1.773621 0.000 1.000000 0.619483 9.017445 10.539406 8.975616
6.293000e+12 1.582894 1.775021 0.000 1.000000 0.619338 9.022163 10.546016 8.980425
6.283000e+12 1.583322 1.775474 0.000 1.000000 0.619291 9.023688 10.548153 8.981981
6.256000e+12 1.584482 1.776702 0.000 1.000000 0.619163 9.027824 10.553944 8.986195
6.252000e+12 1.584654 1.776884 0.000 1.000000 0.619144 9.028437 10.554804 8.986819
6.250000e+12 1.584740 1.776975 0.000 1.000000 0.619135 9.028743 10.555233 8.987132
6.239000e+12 1.585215 1.777478 0.000 1.000000 0.619082 9.030437 10.557603 8.988861
6.231000e+12 1.585561 1.777844 0.000 1.000000 0.619044 9.031671 10.559332 8.990117
6.219000e+12 1.586080 1.778393 0.000 1.000000 0.618987 9.033521 10.561926 8.992002
6.217000e+12 1.586167 1.778485 0.000 1.000000 0.618978 9.033831 10.562361 8.992318
6.192000e+12 1.587254 1.779635 0.000 1.000000 0.618859 9.037707 10.567791 8.996271
6.179000e+12 1.587820 1.780235 0.000 1.000000 0.618797 9.039723 10.570610 8.998323
6.167000e+12 1.588345 1.780789 0.000 1.000000 0.618739 9.041595 10.573243 9.000231
6.163000e+12 1.588520 1.780975 0.000 1.000000 0.618720 9.042219 10.574111 9.000867
6.152000e+12 1.589002 1.781485 0.000 1.000000 0.618667 9.043937 10.576518 9.002618
6.134000e+12 1.589792 1.782321 0.000 1.000000 0.618581 9.046751 10.580462 9.005486
6.117000e+12 1.590541 1.783114 0.000 1.000000 0.618499 9.049420 10.584198 9.008205
6.107000e+12 1.590983 1.783581 0.000 1.000000 0.618450 9.050996 10.586410 9.009810
6.094000e+12 1.591559 1.784190 0.000 1.000000 0.618387 9.053049 10.589289 9.011904
6.076000e+12 1.592357 1.785035 0.000 1.000000 0.618300 9.055891 10.593268 9.014798
6.055000e+12 1.593293 1.786025 0.000 1.000000 0.618198 9.059227 10.597943 9.018201
6.043000e+12 1.593829 1.786592 0.000 1.000000 0.618139 9.061136 10.600619 9.020146
6.035000e+12 1.594187 1.786971 0.000 1.000000 0.618100 9.062412 10.602405 9.021446
6.031000e+12 1.594366 1.787160 0.000 1.000000 0.618081 9.063049 10.603301 9.022094
5.989000e+12 1.596255 1.789159 0.000 1.000000 0.617875 9.069777 10.612726 9.028947
5.987000e+12 1.596345 1.789254 0.000 1.000000 0.617865 9.070097 10.613177 9.029275
5.979000e+12 1.596707 1.789637 0.000 1.000000 0.617825 9.071387 10.614984 9.030587
5.950000e+12 1.598022 1.791028 0.000 1.000000 0.617682 9.076069 10.621548 9.035360
5.931000e+12 1.598888 1.791944 0.000 1.000000 0.617588 9.079154 10.625871 9.038500
5.931000e+12 1.598888 1.791944 0.000 1.000000 0.617588 9.079154 10.625871 9.038500
5.898000e+12 1.600398 1.793542 0.000 1.000000 0.617424 9.084529 10.633401 9.043978
5.890000e+12 1.600766 1.793931 0.000 1.000000 0.617384 9.085840 10.635240 9.045314
5.873000e+12 1.601549 1.794759 0.000 1.000000 0.617299 9.088628 10.639149 9.048155
5.871000e+12 1.601641 1.794857 0.000 1.000000 0.617289 9.088955 10.639603 9.048487
5.861000e+12 1.602103 1.795346 0.000 1.000000 0.617239 9.090600 10.641906 9.050164
5.853000e+12 1.602473 1.795737 0.000 1.000000 0.617199 9.091917 10.643755 9.051505
5.826000e+12 1.603726 1.797062 0.000 1.000000 0.617063 9.096376 10.650009 9.056047
5.824000e+12 1.603819 1.797161 0.000 1.000000 0.617053 9.096707 10.650468 9.056383
5.801000e+12 1.604892 1.798295 0.000 1.000000 0.616937 9.100526 10.655828 9.060276
5.797000e+12 1.605079 1.798493 0.000 1.000000 0.616916 9.101192 10.656760 9.060953
5.795000e+12 1.605172 1.798592 0.000 1.000000 0.616906 9.101522 10.657219 9.061286
5.764000e+12 1.606627 1.800130 0.000 1.000000 0.616749 9.106700 10.664484 9.066560
5.758000e+12 1.606910 1.800429 0.000 1.000000 0.616718 9.107707 10.665898 9.067589
5.755000e+12 1.607051 1.800578 0.000 1.000000 0.616703 9.108208 10.666602 9.068099
5.753000e+12 1.607145 1.800678 0.000 1.000000 0.616693 9.108542 10.667067 9.068436
5.733000e+12 1.608090 1.801678 0.000 1.000000 0.616591 9.111904 10.671776 9.071863
5.727000e+12 1.608375 1.801978 0.000 1.000000 0.616560 9.112919 10.673208 9.072896
5.722000e+12 1.608612 1.802229 0.000 1.000000 0.616534 9.113762 10.674388 9.073755
5.710000e+12 1.609182 1.802832 0.000 1.000000 0.616473 9.115790 10.677230 9.075821
5.658000e+12 1.611667 1.805461 0.000 1.000000 0.616205 9.124629 10.689616 9.084822
5.642000e+12 1.612436 1.806275 0.000 1.000000 0.616122 9.127363 10.693445 9.087605
5.640000e+12 1.612533 1.806377 0.000 1.000000 0.616111 9.127709 10.693933 9.087960
5.632000e+12 1.612919 1.806785 0.000 1.000000 0.616070 9.129082 10.695859 9.089358
5.584000e+12 1.615246 1.809245 0.000 1.000000 0.615819 9.137356 10.707467 9.097780
5.572000e+12 1.615832 1.809864 0.000 1.000000 0.615757 9.139440 10.710393 9.099905
5.567000e+12 1.616076 1.810122 0.000 1.000000 0.615730 9.140307 10.711610 9.100788
5.551000e+12 1.616860 1.810950 0.000 1.000000 0.615646 9.143095 10.715526 9.103628
5.520000e+12 1.618384 1.812562 0.000 1.000000 0.615483 9.148512 10.723119 9.109140
5.514000e+12 1.618680 1.812875 0.000 1.000000 0.615451 9.149564 10.724594 9.110213
5.497000e+12 1.619521 1.813764 0.000 1.000000 0.615361 9.152553 10.728788 9.113255
5.472000e+12 1.620763 1.815077 0.000 1.000000 0.615228 9.156967 10.734980 9.117750
5.458000e+12 1.621461 1.815815 0.000 1.000000 0.615153 9.159447 10.738458 9.120274
5.443000e+12 1.622211 1.816608 0.000 1.000000 0.615073 9.162112 10.742196 9.122987
5.429000e+12 1.622913 1.817351 0.000 1.000000 0.614998 9.164606 10.745688 9.125526
5.408000e+12 1.623970 1.818468 0.000 1.000000 0.614885 9.168361 10.750959 9.129349
5.398000e+12 1.624475 1.819002 0.000 1.000000 0.614831 9.170155 10.753475 9.131175
5.390000e+12 1.624879 1.819430 0.000 1.000000 0.614787 9.171590 10.755482 9.132634
5.383000e+12 1.625234 1.819804 0.000 1.000000 0.614750 9.172851 10.757260 9.133917
5.381000e+12 1.625335 1.819912 0.000 1.000000 0.614739 9.173209 10.757754 9.134282
5.379000e+12 1.625437 1.820019 0.000 1.000000 0.614728 9.173572 10.758269 9.134654
5.379000e+12 1.625437 1.820019 0.000 1.000000 0.614728 9.173572 10.758269 9.134654
5.371000e+12 1.625843 1.820448 0.000 1.000000 0.614685 9.175014 10.760293 9.136120
5.371000e+12 1.625843 1.820448 0.000 1.000000 0.614685 9.175014 10.760293 9.136120
5.363000e+12 1.626250 1.820878 0.000 1.000000 0.614641 9.176460 10.762323 9.137594
5.325000e+12 1.628192 1.822931 0.000 1.000000 0.614434 9.183358 10.771998 9.144615
5.303000e+12 1.629322 1.824126 0.000 1.000000 0.614314 9.187370 10.777624 9.148696
5.290000e+12 1.629993 1.824835 0.000 1.000000 0.614243 9.189753 10.780969 9.151122
5.270000e+12 1.631028 1.825929 0.000 1.000000 0.614133 9.193427 10.786125 9.154859
5.251000e+12 1.632016 1.826973 0.000 1.000000 0.614028 9.196935 10.791048 9.158433
5.249000e+12 1.632120 1.827083 0.000 1.000000 0.614017 9.197304 10.791566 9.158806
5.237000e+12 1.632746 1.827744 0.000 1.000000 0.613950 9.199527 10.794689 9.161069
5.222000e+12 1.633530 1.828573 0.000 1.000000 0.613867 9.202309 10.798591 9.163899
5.202000e+12 1.634580 1.829683 0.000 1.000000 0.613755 9.206036 10.803819 9.167692
5.193000e+12 1.635054 1.830184 0.000 1.000000 0.613705 9.207718 10.806179 9.169404
5.181000e+12 1.635687 1.830853 0.000 1.000000 0.613638 9.209965 10.809332 9.171688
5.164000e+12 1.636587 1.831804 0.000 1.000000 0.613543 9.213159 10.813815 9.174938
5.152000e+12 1.637224 1.832477 0.000 1.000000 0.613475 9.215419 10.816988 9.177238
5.115000e+12 1.639199 1.834564 0.000 1.000000 0.613267 9.222427 10.826824 9.184369
5.098000e+12 1.640111 1.835528 0.000 1.000000 0.613170 9.225662 10.831363 9.187660
5.090000e+12 1.640542 1.835983 0.000 1.000000 0.613125 9.227192 10.833512 9.189218
5.086000e+12 1.640757 1.836211 0.000 1.000000 0.613102 9.227954 10.834577 9.189991
5.084000e+12 1.640865 1.836325 0.000 1.000000 0.613091 9.228337 10.835115 9.190383
