# M[M_sun/h] sigma(M,0) sigma(0.5M,0) z D(z) D(z_f,peak) c_vir_sim c_vir_eps c_vir_eps2
2.295000e+12 1.866053 2.073616 0.000 1.000000 0.591051 10.019569 11.949262 9.992177
2.295000e+12 1.866053 2.073616 0.000 1.000000 0.591051 10.019569 11.949262 9.992177
2.286000e+12 1.867200 2.074821 0.000 1.000000 0.590947 10.023562 11.954905 9.996206
2.284000e+12 1.867456 2.075090 0.000 1.000000 0.590924 10.024454 11.956164 9.997107
2.282000e+12 1.867712 2.075359 0.000 1.000000 0.590900 10.025346 11.957422 9.998004
2.282000e+12 1.867712 2.075359 0.000 1.000000 0.590900 10.025346 11.957422 9.998004
2.282000e+12 1.867712 2.075359 0.000 1.000000 0.590900 10.025346 11.957422 9.998004
2.280000e+12 1.867968 2.075628 0.000 1.000000 0.590877 10.026237 11.958681 9.998905
2.278000e+12 1.868224 2.075898 0.000 1.000000 0.590854 10.027127 11.959931 9.999802
2.278000e+12 1.868224 2.075898 0.000 1.000000 0.590854 10.027127 11.959931 9.999802
2.276000e+12 1.868481 2.076167 0.000 1.000000 0.590831 10.028023 11.961204 10.000707
2.274000e+12 1.868738 2.076437 0.000 1.000000 0.590807 10.028918 11.962468 10.001608
2.272000e+12 1.868995 2.076707 0.000 1.000000 0.590784 10.029812 11.963732 10.002512
2.272000e+12 1.868995 2.076707 0.000 1.000000 0.590784 10.029812 11.963732 10.002512
2.270000e+12 1.869252 2.076978 0.000 1.000000 0.590761 10.030706 11.964987 10.003413
2.268000e+12 1.869510 2.077248 0.000 1.000000 0.590737 10.031605 11.966265 10.004322
2.266000e+12 1.869767 2.077519 0.000 1.000000 0.590714 10.032498 11.967521 10.005219
2.264000e+12 1.870026 2.077791 0.000 1.000000 0.590691 10.033401 11.968795 10.006135
2.260000e+12 1.870542 2.078334 0.000 1.000000 0.590644 10.035196 11.971325 10.007941
2.257000e+12 1.870931 2.078742 0.000 1.000000 0.590609 10.036551 11.973244 10.009309
2.257000e+12 1.870931 2.078742 0.000 1.000000 0.590609 10.036551 11.973244 10.009309
2.251000e+12 1.871709 2.079560 0.000 1.000000 0.590538 10.039259 11.977064 10.012043
2.247000e+12 1.872229 2.080106 0.000 1.000000 0.590491 10.041068 11.979623 10.013868
2.247000e+12 1.872229 2.080106 0.000 1.000000 0.590491 10.041068 11.979623 10.013868
2.245000e+12 1.872489 2.080380 0.000 1.000000 0.590468 10.041973 11.980894 10.014780
2.243000e+12 1.872750 2.080654 0.000 1.000000 0.590444 10.042881 11.982179 10.015696
2.241000e+12 1.873011 2.080928 0.000 1.000000 0.590420 10.043790 11.983464 10.016613
2.239000e+12 1.873272 2.081202 0.000 1.000000 0.590397 10.044698 11.984749 10.017529
2.237000e+12 1.873533 2.081477 0.000 1.000000 0.590373 10.045605 11.986025 10.018441
2.237000e+12 1.873533 2.081477 0.000 1.000000 0.590373 10.045605 11.986025 10.018441
2.237000e+12 1.873533 2.081477 0.000 1.000000 0.590373 10.045605 11.986025 10.018441
2.235000e+12 1.873795 2.081752 0.000 1.000000 0.590349 10.046518 11.987315 10.019365
2.231000e+12 1.874319 2.082303 0.000 1.000000 0.590302 10.048341 11.989887 10.021202
2.231000e+12 1.874319 2.082303 0.000 1.000000 0.590302 10.048341 11.989887 10.021202
2.231000e+12 1.874319 2.082303 0.000 1.000000 0.590302 10.048341 11.989887 10.021202
2.224000e+12 1.875239 2.083269 0.000 1.000000 0.590219 10.051543 11.994414 10.024433
2.224000e+12 1.875239 2.083269 0.000 1.000000 0.590219 10.051543 11.994414 10.024433
2.222000e+12 1.875502 2.083546 0.000 1.000000 0.590195 10.052457 11.995700 10.025357
2.214000e+12 1.876558 2.084655 0.000 1.000000 0.590100 10.056132 12.000894 10.029065
2.214000e+12 1.876558 2.084655 0.000 1.000000 0.590100 10.056132 12.000894 10.029065
2.212000e+12 1.876822 2.084933 0.000 1.000000 0.590076 10.057049 12.002186 10.029989
2.210000e+12 1.877087 2.085211 0.000 1.000000 0.590052 10.057972 12.003492 10.030916
2.206000e+12 1.877618 2.085769 0.000 1.000000 0.590004 10.059820 12.006100 10.032783
2.206000e+12 1.877618 2.085769 0.000 1.000000 0.590004 10.059820 12.006100 10.032783
2.204000e+12 1.877883 2.086048 0.000 1.000000 0.589981 10.060741 12.007397 10.033711
2.204000e+12 1.877883 2.086048 0.000 1.000000 0.589981 10.060741 12.007397 10.033711
2.198000e+12 1.878682 2.086887 0.000 1.000000 0.589909 10.063521 12.011327 10.036518
2.191000e+12 1.879616 2.087868 0.000 1.000000 0.589824 10.066769 12.015918 10.039792
2.191000e+12 1.879616 2.087868 0.000 1.000000 0.589824 10.066769 12.015918 10.039792
2.191000e+12 1.879616 2.087868 0.000 1.000000 0.589824 10.066769 12.015918 10.039792
2.191000e+12 1.879616 2.087868 0.000 1.000000 0.589824 10.066769 12.015918 10.039792
2.189000e+12 1.879884 2.088150 0.000 1.000000 0.589800 10.067702 12.017231 10.040735
2.189000e+12 1.879884 2.088150 0.000 1.000000 0.589800 10.067702 12.017231 10.040735
2.189000e+12 1.879884 2.088150 0.000 1.000000 0.589800 10.067702 12.017231 10.040735
2.187000e+12 1.880151 2.088431 0.000 1.000000 0.589776 10.068629 12.018538 10.041666
2.183000e+12 1.880688 2.088995 0.000 1.000000 0.589728 10.070498 12.021178 10.043553
2.183000e+12 1.880688 2.088995 0.000 1.000000 0.589728 10.070498 12.021178 10.043553
2.181000e+12 1.880956 2.089277 0.000 1.000000 0.589704 10.071429 12.022491 10.044488
2.181000e+12 1.880956 2.089277 0.000 1.000000 0.589704 10.071429 12.022491 10.044488
2.181000e+12 1.880956 2.089277 0.000 1.000000 0.589704 10.071429 12.022491 10.044488
2.179000e+12 1.881225 2.089559 0.000 1.000000 0.589680 10.072365 12.023817 10.045435
2.179000e+12 1.881225 2.089559 0.000 1.000000 0.589680 10.072365 12.023817 10.045435
2.177000e+12 1.881495 2.089842 0.000 1.000000 0.589655 10.073305 12.025149 10.046386
2.171000e+12 1.882304 2.090692 0.000 1.000000 0.589583 10.076118 12.029122 10.049223
2.169000e+12 1.882574 2.090976 0.000 1.000000 0.589558 10.077057 12.030446 10.050166
2.167000e+12 1.882844 2.091260 0.000 1.000000 0.589534 10.077995 12.031769 10.051113
2.167000e+12 1.882844 2.091260 0.000 1.000000 0.589534 10.077995 12.031769 10.051113
2.167000e+12 1.882844 2.091260 0.000 1.000000 0.589534 10.077995 12.031769 10.051113
2.162000e+12 1.883522 2.091972 0.000 1.000000 0.589473 10.080354 12.035101 10.053490
2.162000e+12 1.883522 2.091972 0.000 1.000000 0.589473 10.080354 12.035101 10.053490
2.154000e+12 1.884609 2.093114 0.000 1.000000 0.589376 10.084133 12.040440 10.057301
2.154000e+12 1.884609 2.093114 0.000 1.000000 0.589376 10.084133 12.040440 10.057301
2.152000e+12 1.884881 2.093401 0.000 1.000000 0.589351 10.085078 12.041765 10.058251
2.152000e+12 1.884881 2.093401 0.000 1.000000 0.589351 10.085078 12.041765 10.058251
2.150000e+12 1.885154 2.093687 0.000 1.000000 0.589327 10.086027 12.043112 10.059210
2.150000e+12 1.885154 2.093687 0.000 1.000000 0.589327 10.086027 12.043112 10.059210
2.146000e+12 1.885701 2.094261 0.000 1.000000 0.589278 10.087930 12.045804 10.061131
2.144000e+12 1.885974 2.094549 0.000 1.000000 0.589253 10.088878 12.047134 10.062085
2.144000e+12 1.885974 2.094549 0.000 1.000000 0.589253 10.088878 12.047134 10.062085
2.144000e+12 1.885974 2.094549 0.000 1.000000 0.589253 10.088878 12.047134 10.062085
2.144000e+12 1.885974 2.094549 0.000 1.000000 0.589253 10.088878 12.047134 10.062085
2.140000e+12 1.886522 2.095124 0.000 1.000000 0.589204 10.090783 12.049831 10.064006
2.140000e+12 1.886522 2.095124 0.000 1.000000 0.589204 10.090783 12.049831 10.064006
2.138000e+12 1.886797 2.095413 0.000 1.000000 0.589179 10.091740 12.051181 10.064972
2.133000e+12 1.887484 2.096135 0.000 1.000000 0.589118 10.094128 12.054551 10.067380
2.131000e+12 1.887759 2.096424 0.000 1.000000 0.589093 10.095083 12.055901 10.068342
2.127000e+12 1.888311 2.097003 0.000 1.000000 0.589044 10.097003 12.058618 10.070278
2.125000e+12 1.888587 2.097294 0.000 1.000000 0.589019 10.097962 12.059964 10.071244
2.125000e+12 1.888587 2.097294 0.000 1.000000 0.589019 10.097962 12.059964 10.071244
2.123000e+12 1.888864 2.097584 0.000 1.000000 0.588994 10.098925 12.061333 10.072218
2.119000e+12 1.889417 2.098166 0.000 1.000000 0.588945 10.100846 12.064038 10.074150
2.119000e+12 1.889417 2.098166 0.000 1.000000 0.588945 10.100846 12.064038 10.074150
2.119000e+12 1.889417 2.098166 0.000 1.000000 0.588945 10.100846 12.064038 10.074150
2.117000e+12 1.889695 2.098457 0.000 1.000000 0.588920 10.101813 12.065412 10.075128
2.111000e+12 1.890528 2.099333 0.000 1.000000 0.588845 10.104707 12.069493 10.078045
2.111000e+12 1.890528 2.099333 0.000 1.000000 0.588845 10.104707 12.069493 10.078045
2.111000e+12 1.890528 2.099333 0.000 1.000000 0.588845 10.104707 12.069493 10.078045
2.100000e+12 1.892064 2.100946 0.000 1.000000 0.588708 10.110046 12.077037 10.083428
2.098000e+12 1.892344 2.101240 0.000 1.000000 0.588683 10.111019 12.078413 10.084409
2.090000e+12 1.893467 2.102419 0.000 1.000000 0.588583 10.114921 12.083930 10.088342
2.090000e+12 1.893467 2.102419 0.000 1.000000 0.588583 10.114921 12.083930 10.088342
2.082000e+12 1.894594 2.103604 0.000 1.000000 0.588482 10.118836 12.089451 10.092287
2.082000e+12 1.894594 2.103604 0.000 1.000000 0.588482 10.118836 12.089451 10.092287
2.082000e+12 1.894594 2.103604 0.000 1.000000 0.588482 10.118836 12.089451 10.092287
2.082000e+12 1.894594 2.103604 0.000 1.000000 0.588482 10.118836 12.089451 10.092287
2.078000e+12 1.895160 2.104198 0.000 1.000000 0.588432 10.120803 12.092233 10.094269
2.076000e+12 1.895443 2.104495 0.000 1.000000 0.588406 10.121786 12.093624 10.095258
2.076000e+12 1.895443 2.104495 0.000 1.000000 0.588406 10.121786 12.093624 10.095258
2.074000e+12 1.895727 2.104793 0.000 1.000000 0.588381 10.122773 12.095020 10.096255
2.067000e+12 1.896721 2.105838 0.000 1.000000 0.588292 10.126225 12.099890 10.099732
2.067000e+12 1.896721 2.105838 0.000 1.000000 0.588292 10.126225 12.099890 10.099732
2.061000e+12 1.897577 2.106736 0.000 1.000000 0.588216 10.129199 12.104100 10.102733
2.061000e+12 1.897577 2.106736 0.000 1.000000 0.588216 10.129199 12.104100 10.102733
2.057000e+12 1.898148 2.107337 0.000 1.000000 0.588165 10.131182 12.106891 10.104727
2.055000e+12 1.898435 2.107638 0.000 1.000000 0.588140 10.132179 12.108303 10.105735
2.053000e+12 1.898721 2.107939 0.000 1.000000 0.588114 10.133172 12.109701 10.106732
2.051000e+12 1.899008 2.108240 0.000 1.000000 0.588089 10.134169 12.111112 10.107736
2.051000e+12 1.899008 2.108240 0.000 1.000000 0.588089 10.134169 12.111112 10.107736
2.051000e+12 1.899008 2.108240 0.000 1.000000 0.588089 10.134169 12.111112 10.107736
2.049000e+12 1.899296 2.108542 0.000 1.000000 0.588063 10.135170 12.112530 10.108748
2.049000e+12 1.899296 2.108542 0.000 1.000000 0.588063 10.135170 12.112530 10.108748
2.049000e+12 1.899296 2.108542 0.000 1.000000 0.588063 10.135170 12.112530 10.108748
2.047000e+12 1.899583 2.108844 0.000 1.000000 0.588038 10.136166 12.113933 10.109752
2.042000e+12 1.900303 2.109600 0.000 1.000000 0.587974 10.138666 12.117467 10.112267
2.038000e+12 1.900881 2.110207 0.000 1.000000 0.587922 10.140674 12.120303 10.114291
2.038000e+12 1.900881 2.110207 0.000 1.000000 0.587922 10.140674 12.120303 10.114291
2.038000e+12 1.900881 2.110207 0.000 1.000000 0.587922 10.140674 12.120303 10.114291
2.036000e+12 1.901170 2.110510 0.000 1.000000 0.587897 10.141678 12.121725 10.115303
2.034000e+12 1.901460 2.110815 0.000 1.000000 0.587871 10.142685 12.123144 10.116319
2.034000e+12 1.901460 2.110815 0.000 1.000000 0.587871 10.142685 12.123144 10.116319
2.032000e+12 1.901749 2.111119 0.000 1.000000 0.587845 10.143688 12.124558 10.117327
2.030000e+12 1.902040 2.111424 0.000 1.000000 0.587819 10.144699 12.125991 10.118347
2.028000e+12 1.902330 2.111729 0.000 1.000000 0.587794 10.145706 12.127410 10.119363
2.026000e+12 1.902621 2.112034 0.000 1.000000 0.587768 10.146717 12.128842 10.120382
2.024000e+12 1.902912 2.112340 0.000 1.000000 0.587742 10.147727 12.130267 10.121398
2.024000e+12 1.902912 2.112340 0.000 1.000000 0.587742 10.147727 12.130267 10.121398
2.022000e+12 1.903203 2.112646 0.000 1.000000 0.587716 10.148737 12.131691 10.122414
2.022000e+12 1.903203 2.112646 0.000 1.000000 0.587716 10.148737 12.131691 10.122414
2.020000e+12 1.903495 2.112952 0.000 1.000000 0.587690 10.149751 12.133129 10.123437
2.020000e+12 1.903495 2.112952 0.000 1.000000 0.587690 10.149751 12.133129 10.123437
2.018000e+12 1.903787 2.113259 0.000 1.000000 0.587664 10.150765 12.134558 10.124461
2.011000e+12 1.904811 2.114334 0.000 1.000000 0.587574 10.154319 12.139584 10.128045
2.011000e+12 1.904811 2.114334 0.000 1.000000 0.587574 10.154319 12.139584 10.128045
2.011000e+12 1.904811 2.114334 0.000 1.000000 0.587574 10.154319 12.139584 10.128045
2.005000e+12 1.905692 2.115260 0.000 1.000000 0.587495 10.157378 12.143898 10.131127
2.005000e+12 1.905692 2.115260 0.000 1.000000 0.587495 10.157378 12.143898 10.131127
2.001000e+12 1.906281 2.115878 0.000 1.000000 0.587443 10.159422 12.146791 10.133185
2.001000e+12 1.906281 2.115878 0.000 1.000000 0.587443 10.159422 12.146791 10.133185
2.001000e+12 1.906281 2.115878 0.000 1.000000 0.587443 10.159422 12.146791 10.133185
2.001000e+12 1.906281 2.115878 0.000 1.000000 0.587443 10.159422 12.146791 10.133185
1.997000e+12 1.906871 2.116498 0.000 1.000000 0.587391 10.161470 12.149681 10.135247
1.989000e+12 1.908056 2.117741 0.000 1.000000 0.587286 10.165584 12.155504 10.139394
1.989000e+12 1.908056 2.117741 0.000 1.000000 0.587286 10.165584 12.155504 10.139394
1.985000e+12 1.908650 2.118365 0.000 1.000000 0.587234 10.167646 12.158415 10.141472
1.985000e+12 1.908650 2.118365 0.000 1.000000 0.587234 10.167646 12.158415 10.141472
1.983000e+12 1.908947 2.118678 0.000 1.000000 0.587207 10.168676 12.159862 10.142507
1.983000e+12 1.908947 2.118678 0.000 1.000000 0.587207 10.168676 12.159862 10.142507
1.983000e+12 1.908947 2.118678 0.000 1.000000 0.587207 10.168676 12.159862 10.142507
1.981000e+12 1.909245 2.118990 0.000 1.000000 0.587181 10.169710 12.161331 10.143549
1.976000e+12 1.909991 2.119774 0.000 1.000000 0.587115 10.172299 12.164983 10.146156
1.970000e+12 1.910889 2.120716 0.000 1.000000 0.587036 10.175415 12.169394 10.149295
1.966000e+12 1.911489 2.121347 0.000 1.000000 0.586983 10.177497 12.172328 10.151391
1.964000e+12 1.911790 2.121662 0.000 1.000000 0.586956 10.178542 12.173813 10.152445
1.964000e+12 1.911790 2.121662 0.000 1.000000 0.586956 10.178542 12.173813 10.152445
1.964000e+12 1.911790 2.121662 0.000 1.000000 0.586956 10.178542 12.173813 10.152445
1.964000e+12 1.911790 2.121662 0.000 1.000000 0.586956 10.178542 12.173813 10.152445
1.964000e+12 1.911790 2.121662 0.000 1.000000 0.586956 10.178542 12.173813 10.152445
1.962000e+12 1.912091 2.121978 0.000 1.000000 0.586930 10.179587 12.175289 10.153499
1.962000e+12 1.912091 2.121978 0.000 1.000000 0.586930 10.179587 12.175289 10.153499
1.960000e+12 1.912392 2.122295 0.000 1.000000 0.586903 10.180631 12.176756 10.154549
1.960000e+12 1.912392 2.122295 0.000 1.000000 0.586903 10.180631 12.176756 10.154549
1.956000e+12 1.912996 2.122928 0.000 1.000000 0.586850 10.182727 12.179728 10.156661
1.956000e+12 1.912996 2.122928 0.000 1.000000 0.586850 10.182727 12.179728 10.156661
1.954000e+12 1.913298 2.123246 0.000 1.000000 0.586823 10.183774 12.181200 10.157715
1.954000e+12 1.913298 2.123246 0.000 1.000000 0.586823 10.183774 12.181200 10.157715
1.954000e+12 1.913298 2.123246 0.000 1.000000 0.586823 10.183774 12.181200 10.157715
1.954000e+12 1.913298 2.123246 0.000 1.000000 0.586823 10.183774 12.181200 10.157715
1.950000e+12 1.913903 2.123882 0.000 1.000000 0.586770 10.185873 12.184160 10.159831
1.947000e+12 1.914358 2.124359 0.000 1.000000 0.586730 10.187451 12.186397 10.161417
1.945000e+12 1.914662 2.124678 0.000 1.000000 0.586703 10.188506 12.187888 10.162483
1.943000e+12 1.914966 2.124997 0.000 1.000000 0.586676 10.189561 12.189380 10.163544
1.939000e+12 1.915575 2.125637 0.000 1.000000 0.586623 10.191673 12.192360 10.165671
1.937000e+12 1.915880 2.125957 0.000 1.000000 0.586596 10.192731 12.193857 10.166737
1.937000e+12 1.915880 2.125957 0.000 1.000000 0.586596 10.192731 12.193857 10.166737
1.933000e+12 1.916492 2.126599 0.000 1.000000 0.586542 10.194855 12.196862 10.168875
1.933000e+12 1.916492 2.126599 0.000 1.000000 0.586542 10.194855 12.196862 10.168875
1.933000e+12 1.916492 2.126599 0.000 1.000000 0.586542 10.194855 12.196862 10.168875
1.933000e+12 1.916492 2.126599 0.000 1.000000 0.586542 10.194855 12.196862 10.168875
1.931000e+12 1.916798 2.126921 0.000 1.000000 0.586515 10.195916 12.198355 10.169945
1.929000e+12 1.917104 2.127242 0.000 1.000000 0.586488 10.196977 12.199857 10.171010
1.929000e+12 1.917104 2.127242 0.000 1.000000 0.586488 10.196977 12.199857 10.171010
1.927000e+12 1.917411 2.127564 0.000 1.000000 0.586461 10.198042 12.201365 10.172083
1.927000e+12 1.917411 2.127564 0.000 1.000000 0.586461 10.198042 12.201365 10.172083
1.921000e+12 1.918333 2.128533 0.000 1.000000 0.586380 10.201239 12.205875 10.175302
1.921000e+12 1.918333 2.128533 0.000 1.000000 0.586380 10.201239 12.205875 10.175302
1.916000e+12 1.919104 2.129342 0.000 1.000000 0.586312 10.203913 12.209657 10.177996
1.916000e+12 1.919104 2.129342 0.000 1.000000 0.586312 10.203913 12.209657 10.177996
1.916000e+12 1.919104 2.129342 0.000 1.000000 0.586312 10.203913 12.209657 10.177996
1.912000e+12 1.919723 2.129992 0.000 1.000000 0.586258 10.206060 12.212690 10.180158
1.912000e+12 1.919723 2.129992 0.000 1.000000 0.586258 10.206060 12.212690 10.180158
1.910000e+12 1.920033 2.130317 0.000 1.000000 0.586231 10.207135 12.214213 10.181242
1.910000e+12 1.920033 2.130317 0.000 1.000000 0.586231 10.207135 12.214213 10.181242
1.908000e+12 1.920343 2.130642 0.000 1.000000 0.586203 10.208210 12.215736 10.182323
1.906000e+12 1.920653 2.130968 0.000 1.000000 0.586176 10.209285 12.217250 10.183403
1.904000e+12 1.920964 2.131294 0.000 1.000000 0.586149 10.210363 12.218778 10.184492
1.902000e+12 1.921275 2.131621 0.000 1.000000 0.586122 10.211441 12.220298 10.185576
1.900000e+12 1.921586 2.131948 0.000 1.000000 0.586094 10.212519 12.221817 10.186660
1.900000e+12 1.921586 2.131948 0.000 1.000000 0.586094 10.212519 12.221817 10.186660
1.898000e+12 1.921898 2.132275 0.000 1.000000 0.586067 10.213601 12.223351 10.187749
1.898000e+12 1.921898 2.132275 0.000 1.000000 0.586067 10.213601 12.223351 10.187749
1.896000e+12 1.922210 2.132603 0.000 1.000000 0.586040 10.214683 12.224875 10.188837
1.896000e+12 1.922210 2.132603 0.000 1.000000 0.586040 10.214683 12.224875 10.188837
1.890000e+12 1.923149 2.133589 0.000 1.000000 0.585957 10.217939 12.229474 10.192117
1.890000e+12 1.923149 2.133589 0.000 1.000000 0.585957 10.217939 12.229474 10.192117
1.890000e+12 1.923149 2.133589 0.000 1.000000 0.585957 10.217939 12.229474 10.192117
1.890000e+12 1.923149 2.133589 0.000 1.000000 0.585957 10.217939 12.229474 10.192117
1.890000e+12 1.923149 2.133589 0.000 1.000000 0.585957 10.217939 12.229474 10.192117
1.885000e+12 1.923934 2.134412 0.000 1.000000 0.585889 10.220661 12.233329 10.194861
1.885000e+12 1.923934 2.134412 0.000 1.000000 0.585889 10.220661 12.233329 10.194861
1.883000e+12 1.924248 2.134742 0.000 1.000000 0.585861 10.221748 12.234864 10.195953
1.883000e+12 1.924248 2.134742 0.000 1.000000 0.585861 10.221748 12.234864 10.195953
1.877000e+12 1.925194 2.135735 0.000 1.000000 0.585778 10.225028 12.239499 10.199256
1.877000e+12 1.925194 2.135735 0.000 1.000000 0.585778 10.225028 12.239499 10.199256
1.875000e+12 1.925510 2.136067 0.000 1.000000 0.585751 10.226124 12.241045 10.200359
1.873000e+12 1.925826 2.136399 0.000 1.000000 0.585723 10.227219 12.242590 10.201459
1.873000e+12 1.925826 2.136399 0.000 1.000000 0.585723 10.227219 12.242590 10.201459
1.873000e+12 1.925826 2.136399 0.000 1.000000 0.585723 10.227219 12.242590 10.201459
1.871000e+12 1.926143 2.136731 0.000 1.000000 0.585695 10.228318 12.244150 10.202566
1.869000e+12 1.926460 2.137064 0.000 1.000000 0.585668 10.229417 12.245701 10.203673
1.869000e+12 1.926460 2.137064 0.000 1.000000 0.585668 10.229417 12.245701 10.203673
1.867000e+12 1.926777 2.137397 0.000 1.000000 0.585640 10.230515 12.247251 10.204777
1.865000e+12 1.927095 2.137730 0.000 1.000000 0.585612 10.231617 12.248816 10.205888
1.865000e+12 1.927095 2.137730 0.000 1.000000 0.585612 10.231617 12.248816 10.205888
1.865000e+12 1.927095 2.137730 0.000 1.000000 0.585612 10.231617 12.248816 10.205888
1.863000e+12 1.927413 2.138064 0.000 1.000000 0.585584 10.232719 12.250372 10.206995
1.861000e+12 1.927732 2.138399 0.000 1.000000 0.585556 10.233826 12.251933 10.208110
1.861000e+12 1.927732 2.138399 0.000 1.000000 0.585556 10.233826 12.251933 10.208110
1.861000e+12 1.927732 2.138399 0.000 1.000000 0.585556 10.233826 12.251933 10.208110
1.859000e+12 1.928050 2.138733 0.000 1.000000 0.585528 10.234926 12.253489 10.209217
1.859000e+12 1.928050 2.138733 0.000 1.000000 0.585528 10.234926 12.253489 10.209217
1.857000e+12 1.928370 2.139068 0.000 1.000000 0.585501 10.236036 12.255064 10.210336
1.852000e+12 1.929169 2.139908 0.000 1.000000 0.585431 10.238804 12.258966 10.213122
1.850000e+12 1.929490 2.140244 0.000 1.000000 0.585403 10.239918 12.260546 10.214244
1.846000e+12 1.930132 2.140918 0.000 1.000000 0.585347 10.242142 12.263690 10.216482
1.842000e+12 1.930775 2.141594 0.000 1.000000 0.585291 10.244369 12.266829 10.218723
1.842000e+12 1.930775 2.141594 0.000 1.000000 0.585291 10.244369 12.266829 10.218723
1.840000e+12 1.931098 2.141932 0.000 1.000000 0.585262 10.245489 12.268420 10.219849
1.836000e+12 1.931744 2.142610 0.000 1.000000 0.585206 10.247728 12.271584 10.222106
1.836000e+12 1.931744 2.142610 0.000 1.000000 0.585206 10.247728 12.271584 10.222106
1.836000e+12 1.931744 2.142610 0.000 1.000000 0.585206 10.247728 12.271584 10.222106
1.836000e+12 1.931744 2.142610 0.000 1.000000 0.585206 10.247728 12.271584 10.222106
1.834000e+12 1.932067 2.142950 0.000 1.000000 0.585178 10.248846 12.273157 10.223228
1.834000e+12 1.932067 2.142950 0.000 1.000000 0.585178 10.248846 12.273157 10.223228
1.834000e+12 1.932067 2.142950 0.000 1.000000 0.585178 10.248846 12.273157 10.223228
1.834000e+12 1.932067 2.142950 0.000 1.000000 0.585178 10.248846 12.273157 10.223228
1.832000e+12 1.932391 2.143289 0.000 1.000000 0.585150 10.249969 12.274753 10.224358
1.832000e+12 1.932391 2.143289 0.000 1.000000 0.585150 10.249969 12.274753 10.224358
1.832000e+12 1.932391 2.143289 0.000 1.000000 0.585150 10.249969 12.274753 10.224358
1.830000e+12 1.932715 2.143630 0.000 1.000000 0.585121 10.251091 12.276331 10.225488
1.828000e+12 1.933040 2.143971 0.000 1.000000 0.585093 10.252217 12.277924 10.226622
1.826000e+12 1.933365 2.144312 0.000 1.000000 0.585065 10.253343 12.279516 10.227752
1.823000e+12 1.933853 2.144824 0.000 1.000000 0.585022 10.255033 12.281907 10.229453
1.821000e+12 1.934179 2.145166 0.000 1.000000 0.584994 10.256162 12.283505 10.230591
1.819000e+12 1.934506 2.145509 0.000 1.000000 0.584966 10.257296 12.285107 10.231732
1.817000e+12 1.934833 2.145852 0.000 1.000000 0.584937 10.258429 12.286710 10.232874
1.817000e+12 1.934833 2.145852 0.000 1.000000 0.584937 10.258429 12.286710 10.232874
1.815000e+12 1.935160 2.146195 0.000 1.000000 0.584909 10.259562 12.288313 10.234012
1.813000e+12 1.935487 2.146539 0.000 1.000000 0.584880 10.260693 12.289907 10.235149
1.813000e+12 1.935487 2.146539 0.000 1.000000 0.584880 10.260693 12.289907 10.235149
1.811000e+12 1.935815 2.146883 0.000 1.000000 0.584852 10.261830 12.291515 10.236295
1.809000e+12 1.936144 2.147228 0.000 1.000000 0.584823 10.262970 12.293128 10.237444
1.807000e+12 1.936472 2.147572 0.000 1.000000 0.584795 10.264105 12.294736 10.238585
1.805000e+12 1.936801 2.147918 0.000 1.000000 0.584766 10.265245 12.296340 10.239730
1.805000e+12 1.936801 2.147918 0.000 1.000000 0.584766 10.265245 12.296340 10.239730
1.803000e+12 1.937131 2.148264 0.000 1.000000 0.584737 10.266388 12.297959 10.240883
1.803000e+12 1.937131 2.148264 0.000 1.000000 0.584737 10.266388 12.297959 10.240883
1.803000e+12 1.937131 2.148264 0.000 1.000000 0.584737 10.266388 12.297959 10.240883
1.801000e+12 1.937461 2.148610 0.000 1.000000 0.584709 10.267531 12.299577 10.242033
1.801000e+12 1.937461 2.148610 0.000 1.000000 0.584709 10.267531 12.299577 10.242033
1.796000e+12 1.938287 2.149477 0.000 1.000000 0.584637 10.270391 12.303619 10.244909
1.794000e+12 1.938618 2.149825 0.000 1.000000 0.584608 10.271537 12.305234 10.246062
1.794000e+12 1.938618 2.149825 0.000 1.000000 0.584608 10.271537 12.305234 10.246062
1.794000e+12 1.938618 2.149825 0.000 1.000000 0.584608 10.271537 12.305234 10.246062
1.794000e+12 1.938618 2.149825 0.000 1.000000 0.584608 10.271537 12.305234 10.246062
1.792000e+12 1.938950 2.150173 0.000 1.000000 0.584579 10.272687 12.306863 10.247219
1.792000e+12 1.938950 2.150173 0.000 1.000000 0.584579 10.272687 12.306863 10.247219
1.790000e+12 1.939282 2.150521 0.000 1.000000 0.584551 10.273837 12.308492 10.248375
1.788000e+12 1.939614 2.150870 0.000 1.000000 0.584522 10.274986 12.310111 10.249532
1.788000e+12 1.939614 2.150870 0.000 1.000000 0.584522 10.274986 12.310111 10.249532
1.786000e+12 1.939947 2.151219 0.000 1.000000 0.584493 10.276139 12.311745 10.250693
1.786000e+12 1.939947 2.151219 0.000 1.000000 0.584493 10.276139 12.311745 10.250693
1.786000e+12 1.939947 2.151219 0.000 1.000000 0.584493 10.276139 12.311745 10.250693
1.782000e+12 1.940614 2.151919 0.000 1.000000 0.584435 10.278449 12.315010 10.253017
1.782000e+12 1.940614 2.151919 0.000 1.000000 0.584435 10.278449 12.315010 10.253017
1.780000e+12 1.940948 2.152270 0.000 1.000000 0.584406 10.279605 12.316640 10.254178
1.780000e+12 1.940948 2.152270 0.000 1.000000 0.584406 10.279605 12.316640 10.254178
